rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
1,"spotify:track:0skYUMpS0AcbpjcGsAbRGj","BLACKPINK","Pink Venom","YG Entertainment",1,1,4,"946052"
2,"spotify:track:3Ry2KPewzbt43hiQPTnDTK","THEMOONWILLALWAYSBEWITHME","ซูลูปาก้า ตาปาเฮ้","Themoonwillalwaysbewithme",1,2,17,"602067"
3,"spotify:track:3FUAv32u0F64kcaaLRimPr","BOWKYLION","วาดไว้","What The Duck",1,3,8,"550575"
4,"spotify:track:60ZuPJ8kseTn6isqhyxpCi","NONT TANONT","โต๊ะริม","Loveis Entertainment",2,4,17,"519479"
5,"spotify:track:4Z64nGulQN49i9D03NcF8a","PROXIE","คนไม่คุย (Silent Mode)","Dreamers Society",5,122,2,"501333"
6,"spotify:track:3vfwUrq22haMmIJyyyI7Hq","YourMOOD","ลาก่อน","WHOOP",5,5,20,"481077"
7,"spotify:track:0cCf8UpRfjOB7yp1yqzMHM","Billkin","ชอบตัวเองตอนอยู่กับเธอ","Billkin Entertainment",1,6,8,"458022"
8,"spotify:track:0a4MMyCrzT0En247IhqZbD","NewJeans","Hype Boy","ADOR",7,7,7,"420763"
9,"spotify:track:03Yp2uEOtPGHQ6E9XSjmyv","Pop Pongkool, Da Endorphine","สลักจิต","GMM Music Public Company Limited",9,11,9,"408050"
10,"spotify:track:4iA3PrcsOt6bmoXTaDXhf3","JOEY PHUWASIT","นะหน้าทอง","GMM Music Public Company Limited",6,10,12,"401092"
11,"spotify:track:2gYj9lubBorOPIVWsTXugG","IVE","After LIKE","Starship Entertainment",6,9,4,"371954"
12,"spotify:track:3hVbL6BkM5rbRzozafghgh","KJ","good boy","Noble music",3,14,13,"347340"
13,"spotify:track:70DE8f3cq3auql4JMrF0Qg","Lipta, GUYGEEGEE","ทักครับ","Lipta",1,12,29,"332234"
14,"spotify:track:27OEf7iSIOJ14txp16xweP","Dept","ลา ลา ลา","Smallroom",14,17,31,"332158"
15,"spotify:track:2MnVrkbwL6ViB7q4NI7oVK","ZENTYARB, PUNYARB, LAZYLOXY","ฉบับปรับปรุง","Digital LUV",2,15,37,"331149"
16,"spotify:track:0ZcyX8hFV1jdJNWOI8mMXF","YEW, LANDOKMAI","Summertime","YEW",16,142,23,"327920"
17,"spotify:track:0mBP9X2gPCuapvpZ7TGDk3","Charlie Puth, Jung Kook, BTS","Left and Right (Feat. Jung Kook of BTS)","Atlantic Records",1,13,12,"315913"
18,"spotify:track:6MjLHdROTcaU22k7B6gxR6","NONT TANONT","พิง (เพลงประกอบละคร กระเช้าสีดา)","GMM Music Public Company Limited",2,27,50,"302798"
19,"spotify:track:2GXWzWPsYlTZcvVW8JIu69","BTS","Intro : Persona","BIGHIT MUSIC",8,-1,7,"302259"
20,"spotify:track:3crZQarcOagdupRZNzRGWe","Tilly Birds","ถ้าเราเจอกันอีก (Until Then)","GMM Music Public Company Limited",1,22,42,"301642"
21,"spotify:track:1LDG6oNPVWerLLWp2ia78I","Alyn Wee","หัวใจเจ้าเอย​ (Not Again)","LOVEiS Entertainment",18,32,44,"292054"
22,"spotify:track:6GDIW3Le2tM0hMWD3pvefH","Ink Waruntorn","ถ้าเธอรักใครคนหนึ่ง OST.บุพเพสันนิวาส 2","GMM Music Public Company Limited",7,20,9,"291893"
23,"spotify:track:3ewJNxY8tVHvX94CAUtg89","Only Monday","ได้แต่นึกถึง","GMM Music Public Company Limited",12,21,45,"291314"
24,"spotify:track:1rNYuv63emsYt4Jjv8RlgJ","Mirrr","เจ้าของที่","What The Duck",10,24,27,"285697"
25,"spotify:track:3Js0tYhiLhVXHskoOF0jLh","BOWKYLION","บานปลาย (best wishes)","What The Duck",4,26,43,"281771"
26,"spotify:track:0kqTXMHiQiB7IECD0WwcPq","TWICE","Talk that Talk","Republic Records - TWICE",16,16,3,"278365"
27,"spotify:track:0HYAsQwJIO6FLqpyTeD3l6","Fujii Kaze","Shinunoga E-Wa","Universal Music LLC",27,31,7,"278163"
28,"spotify:track:6VhuP99TE6gYNQRJIlAWFD","Stephen Sanchez","Until I Found You","Republic Records",24,28,17,"277374"
29,"spotify:track:1XkMxUilV0E3ChDERZJUEq","Balming Tiger, Omega Sapien, bj wnjn, Mudd the student, RM","SEXY NUKIM (feat. RM of BTS)","Balming Tiger",8,8,3,"275343"
30,"spotify:track:6YArEquYF9TDuqofFO9CY7","TheChanisara","เฮอร์ไมโอน้อง - Hermionong","TheChanisara",4,25,11,"271942"
31,"spotify:track:2pIUpMhHL6L9Z5lnKxJJr9","NewJeans","Attention","ADOR",23,29,7,"270955"
32,"spotify:track:2EPMa8Jm1h5XRH4jwf8yK9","Dept","คงต้องบอกลาแล้ว","Smallroom",30,36,23,"267271"
33,"spotify:track:6g7cdlMt3AUV99D6CgYcV7","Jeff Satur","แค่เธอ (Why Don't You Stay) [From KinnPorsche The Series]","Be On Cloud",17,34,17,"265583"
34,"spotify:track:1NEBh01Wwtak3R1eCxlwrJ","bonnadol","ฉลามชอบงับคุณ Feat.IIVY B","Bonnadol",11,30,8,"262037"
35,"spotify:track:315ar0QJiyciYkdVJUGA3w","No One Else","ต่อจากนี้เพลงรักทุกเพลงจะเป็นของเธอเท่านั้น","Spicy Disc",1,37,47,"261207"
36,"spotify:track:4vLs8BDqK1JtpJdrgrriX6","No One Else","แค่มีเธอไปเดินเตะคลื่นทะเลด้วยกัน","Spicy Disc",6,35,18,"259396"
37,"spotify:track:61faGyAiv8zqm0EUUpRYma","Tattoo Colour","อย่าอยู่เลย","Smallroom",15,19,3,"258981"
38,"spotify:track:0O6u0VJ46W86TxN9wgyqDj","Post Malone, Doja Cat","I Like You (A Happier Song) (with Doja Cat)","Mercury Records/Republic Records",26,33,15,"258565"
39,"spotify:track:0xzI1KAr0Yd9tv8jlIk3sn","benny blanco, BTS, Snoop Dogg","Bad Decisions (with BTS & Snoop Dogg)","Friends Keep Secrets/Interscope Records",2,18,6,"255493"
40,"spotify:track:63VOJDNJ3a5dve74kzWVcF","Patrickananda","คนไกล","WM/Thailand",3,39,112,"254249"
41,"spotify:track:2qKXdSbREFW4Py3i7leW0r","Tattoo Colour, D Gerrard","SuperCarCare","Smallroom",5,38,29,"245951"
42,"spotify:track:1ecud9LC1clhcuhjLIyyMB","Blackbeans","Wish","Blackbeans",8,42,97,"244046"
43,"spotify:track:3BV2YcwoVRxK4dXxyaHpZU","Patrickananda","Lavender","WM/Thailand",1,41,45,"243400"
44,"spotify:track:3A1tAv6J87HqjFhUZ3LHNi","D Gerrard","โลกคู่ขนาน","WM/Thailand",3,43,18,"241184"
45,"spotify:track:2m6Ko3CY1qXNNja8AlugNc","Troye Sivan","Angel Baby","EMI Recorded Music Australia Pty Ltd",2,40,53,"232958"
46,"spotify:track:06DPpk0hUJEgpzl5cuWNI6","Polycat","เวลาเธอยิ้ม","Smallroom",35,49,201,"228392"
47,"spotify:track:58ViLaYQWchYq9vMfW5Prk","4EVE","สิ่งเล็กน้อย (LESS IS MORE)","TPOP INCORPORATION Co.,Ltd.",38,44,5,"228074"
48,"spotify:track:1EOWBTE1GPKcxz3wlR08tW","D Gerrard","Luxury","WM/Thailand",15,47,16,"226709"
49,"spotify:track:08OtCoRVu0sHp8dmCddtvg","Waii, Koen","หากเธอเคยรักใคร (IF YOU LOVE)","Aoftion Music",19,50,36,"225707"
50,"spotify:track:0uBdQzKghx88d2Lp8SLFKJ","The 1975","I'm In Love With You","Dirty Hit",23,23,2,"224215"
51,"spotify:track:2bGK8OZkr2IH4XHFMWS3CZ","Stamp, Violette Wautier","ถ้าเธอ feat. Violette Wautier","123Records",1,46,34,"219500"
52,"spotify:track:2nhI5HdE2iZ39rgJjHOQvG","Aoey Jiratch","เกินปุยมุ้ย!","Mass Music",12,45,10,"214801"
53,"spotify:track:4a9tbd947vo9K8Vti9JwcI","BTS, Halsey","Boy With Luv (feat. Halsey)","BIGHIT MUSIC",1,-1,156,"207481"
54,"spotify:track:7MxhdBolnOFvWu4WMURsX5","BOWKYLION","ทราบแล้วเปลี่ยน - attention please","What The Duck",7,52,26,"205324"
55,"spotify:track:0rDzLlocH57yvez6q3fSWK","Tattoo Colour","ใจเกเร","Smallroom",6,48,16,"198473"
56,"spotify:track:3imt8APLtyXVGsLZM362nA","Paper Planes, Moon","เสแสร้ง (Pretend)","GMM Music Public Company Limited",4,51,27,"196034"
57,"spotify:track:2LBqCSwhJGcFQeTHMVGwy3","The Weeknd","Die For You","Universal Republic Records",13,55,59,"181672"
58,"spotify:track:5expoVGQPvXuwBBFuNGqBd","NewJeans","Hurt","ADOR",55,58,6,"181595"
59,"spotify:track:2DwUdMJ5uxv20EhAildreg","NewJeans","Cookie","ADOR",59,74,6,"180926"
60,"spotify:track:0QzuaeCEEOV40Pn7IvKEny","Dhruv","double take","Little Worry/RCA Records",1,61,70,"180522"
61,"spotify:track:0LLETxISOeZVam4l0RwcpV","Anatomy Rabbit","แอบหวัง","Anatomy Rabbit",61,68,45,"179605"
62,"spotify:track:5n3UhHQI7SHKkhI69u69Yq","Indigo","เส้นบางๆ","Muzik Move Records",58,66,11,"177447"
63,"spotify:track:6xGruZOHLs39ZbVccQTuPZ","Joji","Glimpse of Us","88rising Music",3,57,14,"172773"
64,"spotify:track:6R9YzJHkfYoN6PianPhTdB","Mirrr","นิโคติน","Macrowave",1,76,137,"171113"
65,"spotify:track:7J2Kyx0vT5ss4AqMWR1q3c","PiXXiE","เกินต้าน - Too Cute","LIT ENTERTAINMENT",48,53,21,"168534"
66,"spotify:track:3YN1Qgpgt5xVurl2mUFA4y","Tilly Birds, MILLI","เพื่อนเล่น ไม่เล่นเพื่อน (Just Being Friendly)","GMM Music Public Company Limited",1,54,73,"166581"
67,"spotify:track:4OHu1M6xtQLkgTSao8nYS3","SAMBLACK","ไม่ยินดี","Warmlight",6,73,61,"164302"
68,"spotify:track:7hU3IHwjX150XLoTVmjD0q","LISA","MONEY","YG Entertainment",1,56,53,"163652"
69,"spotify:track:3W4U7TEgILGpq0EmquurtH","yuji, putri dahlia","Old Love","yuji",69,-1,1,"161186"
70,"spotify:track:4rDCI4NQEBQrfTFN5epRYU","THE TOYS","อาหมวยหาย (阿妹走 / Chinese Girl)","What The Duck",8,59,33,"159592"
71,"spotify:track:7bRSjYVqEPeAvKG1KrlPtI","PUN, DAVII","MUSE","High Cloud Entertainment",71,97,3,"159326"
72,"spotify:track:3Tzztaw6T9gtOsitE8A4dh","The White Hair Cut","เผื่อว่าจะพบเธอสักวัน","GMM Music Public Company Limited",34,72,11,"155706"
73,"spotify:track:4Dvkj6JhhA12EX05fT7y2e","Harry Styles","As It Was","Columbia",10,64,24,"153943"
74,"spotify:track:7e285rnQ9CFxZaMmEtMuwG","THEMOONWILLALWAYSBEWITHME","ไดโนเสาร์ไข่ดาวปาจังกี้","Themoonwillalwaysbewithme",49,77,16,"152571"
75,"spotify:track:0B1RbM8oFqL2LTsY3axKpt","Mirrr","ดอกไม้ไฟ","What The Duck",15,79,80,"152101"
76,"spotify:track:27qlKjzLoCOzltggfY8FPy","URBOYTJ","เป็นได้ทุกอย่าง","UrboyTJ",7,67,38,"148574"
77,"spotify:track:10SRMwb9EuVS1K9rYsBfHQ","BTS","Yet To Come","BIGHIT MUSIC",1,63,14,"147411"
78,"spotify:track:2yjlYDiNiQkdxVqTlaSrlX","Nicki Minaj","Super Freaky Girl","Republic Records",78,81,4,"145586"
79,"spotify:track:3kVApGWaoR48GzDagnY55b","Three Man Down","ถ้าเธอรักฉันจริง","GMM Music Public Company Limited",1,82,92,"144877"
80,"spotify:track:7Im4VU4SWczGbNqzEfjlpe","Blue Shade","อยากเจอ - Reason of Loneliness","Tigger Twins",68,80,65,"141618"
81,"spotify:track:15Xn4r9FY3725iHIfyq5hE","PUNYARB","คำถาม","YARBCREW",5,69,51,"141415"
82,"spotify:track:5uTFZnPELTnuRrFDnLIjFJ","F.HERO, YOUNGJAE, THE TOYS","IRREPLACEABLE","F.HERO",31,60,4,"141203"
83,"spotify:track:7bJ6jD8vlKDU2lmur1lMjp","Mark Tuan","far away","DREAMERS N ACHIEVERS",34,71,3,"138773"
84,"spotify:track:0Q5VnK2DYzRyfqQRJuUtvi","IVE","LOVE DIVE","STARSHIP Entertainment",8,75,24,"132944"
85,"spotify:track:6PM9OBzgQbY7wAkPWBTl2V","Whatcharawalee","สถานีดวงจันทร์","Tinnamou Music Score Co., Ltd.",65,89,65,"129358"
86,"spotify:track:1ZvsNPtC7kz7PHh2XZOTln","Whatcharawalee","ทราย","Tinnamou Music Score Co., Ltd.",71,116,58,"126906"
87,"spotify:track:1oen3GpTcA486fTHaT7neg","Girls' Generation","FOREVER 1","SM Entertainment",29,65,6,"125976"
88,"spotify:track:19VIBTwlLTX2SKK6e3erAf","Tattoo Colour","รักแรกพบ","Smallroom",65,115,110,"125273"
89,"spotify:track:3afkJSKX0EAMsJXTZnDXXJ","Troye Sivan","Strawberries & Cigarettes","EMI Recorded Music Australia Pty Ltd",8,98,215,"123909"
90,"spotify:track:5l3HFThm3Xlv8c9mmiTUgT","Patrickananda","จันทร์อังคารพุธพฤหัสศุกร์เสาร์อาทิตย์ (Everyday)","WM/Thailand",7,88,65,"123291"
91,"spotify:track:7uQZVznj0uQOGC9KhV2Mg6","LISA","LALISA","YG Entertainment",1,78,50,"122533"
92,"spotify:track:1s23B2S9KKl0s9tmRvbr28","Dept","ฤดู","Smallroom",77,99,27,"122476"
93,"spotify:track:46HNZY1i7O6jwTA7Slo2PI","Coldplay, BTS","My Universe","Parlophone UK",3,198,51,"121593"
94,"spotify:track:2YRHRAT0c0g4WIZjsf9clK","THE TOYS","TOY","What The Duck",94,143,31,"119920"
95,"spotify:track:5IgjP7X4th6nMNDh4akUHb","Chris Brown","Under The Influence","Chris Brown Entertainment/RCA Records",95,111,4,"118930"
96,"spotify:track:6cWbOlreslaWQp8JVOhqcm","NONT TANONT","วันครบเลิก","Loveis Entertainment",21,103,42,"118009"
97,"spotify:track:1yrifw3LDWawZHMsDuPCBh","Newery","หลงรัก","Newery",88,166,39,"117667"
98,"spotify:track:52h8p62Jx8KzQynM6heq7n","Urworld","Sunkissed","Urworld",1,102,79,"117516"
99,"spotify:track:0JStm1Ns9Ya2zQhbqMDYEU","Tilly Birds","คิด(แต่ไม่)ถึง (Same Page?)","GMM Music Public Company Limited",1,104,133,"117182"
100,"spotify:track:0AQkjLgo2ATGnv8EO2xKyJ","SLAPKISS","แฟนเก่าคนโปรด (My Fav Ex)","Loveis Entertainment",6,92,58,"116428"
101,"spotify:track:3xga8upmhb7WQf8F2f24Sh","YourMOOD","กลัวฝน - End.","WHOOP",62,62,3,"116194"
102,"spotify:track:4PXdOchDL7aUZghQobIlhX","Polycat","มันเป็นใคร","Smallroom",85,85,75,"116102"
103,"spotify:track:4h9wh7iOZ0GGn8QVp4RAOB","OneRepublic","I Ain't Worried","Interscope Records",94,94,6,"114852"
104,"spotify:track:296nXCOv97WJNRWzIBQnoj","LE SSERAFIM","FEARLESS","SOURCE MUSIC",8,87,20,"113412"
105,"spotify:track:2pB3TJsSleiRiL0NP6rtCw","Three Man Down","ฝนตกไหม","GMM Music Public Company Limited",1,110,148,"113264"
