rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
1,"spotify:track:3Ua0m0YmEjrMi9XErKcNiR","Jimin","Like Crazy","BIGHIT MUSIC",1,3,66,"2282451"
2,"spotify:track:2N0SPREDYqILVEFSsWF5N5","V","Love Me Again","BIGHIT MUSIC",1,4,46,"2225103"
3,"spotify:track:2KslE17cAJNHTsI2MI0jb2","Jung Kook","Standing Next to You","BIGHIT MUSIC",1,1,33,"1877484"
4,"spotify:track:7uQZVznj0uQOGC9KhV2Mg6","LISA","LALISA","YG Entertainment",1,7,143,"1760343"
5,"spotify:track:4RiudH8RehvLLrk8uNgIdR","TEN","Nightwalker","SM Entertainment",2,5,20,"1725468"
6,"spotify:track:7syPkLWA4AjH2jto6FDjEC","PUN","DAY ONE","Universal Music (Thailand) Ltd.",6,6,3,"1686699"
7,"spotify:track:7hU3IHwjX150XLoTVmjD0q","LISA","MONEY","YG Entertainment",1,8,146,"1576515"
8,"spotify:track:2nRMW95dnOILirpjbksLTs","Jung Kook","Never Let Go","BIGHIT MUSIC",1,2,3,"1062204"
9,"spotify:track:2HRgqmZQC0MC7GeNuDIXHN","Jung Kook, Latto","Seven (feat. Latto) (Explicit Ver.)","BIGHIT MUSIC",1,10,50,"879372"
10,"spotify:track:08NGk13plUmQ5E5yjxIPIz","BUS","แค่น้องชาย (brother zone)","SONRAY MUSIC",10,12,4,"858874"
11,"spotify:track:5nvdbRKg9fOixXotcZIQuF","Jeff Satur","ซ่อน(ไม่)หา","WM/Thailand",5,9,23,"846249"
12,"spotify:track:4sgMbwl9lXGyHcHmtFYGMm","aespa","Supernova","SM Entertainment",3,20,7,"832190"
13,"spotify:track:3wyzSQ9rAWjx9vsMQSrLn2","fellow fellow","ไม่เปลี่ยนเลย (Best Luck)","Kicks Records",13,13,29,"820507"
14,"spotify:track:43eS61ezviPc61XDu6tRYR","guncharlie","เผื่อวันไหนเธอจะกลับมา","Kicks Records",9,14,15,"768142"
15,"spotify:track:1JxRZB6gjp3nsn2jUIaXMs","TAEYONG","TAP","SM Entertainment",5,15,18,"755430"
16,"spotify:track:5Z0UnEtpLDQyYlWwgi8m9C","Hozier","Too Sweet","Rubyworks / Universal-Island Records Ltd",11,11,10,"713392"
17,"spotify:track:4bjN59DRXFRxBE1g5ne6B1","Agust D","Haegeum","BIGHIT MUSIC",1,23,62,"710791"
18,"spotify:track:2J194R0KIKbK7bTHfUHPDB","RIIZE","Boom Boom Bass","SM Entertainment",18,48,2,"697939"
19,"spotify:track:0PBTlQ84CBJF0tBnKGmQa6","V","FRI(END)S","BIGHIT MUSIC",1,19,15,"693135"
20,"spotify:track:2qSkIjg1o9h3YT9RAgYN75","Sabrina Carpenter","Espresso","Island Records",17,18,11,"678708"
21,"spotify:track:1fUncVCIUnmf6qihsRkoBE","YEW","ปล่อยดาว","YEW",11,26,37,"624914"
22,"spotify:track:5N3hjp1WNayUPZrA8kJmJP","Sabrina Carpenter","Please Please Please","Island Records",21,21,3,"624893"
23,"spotify:track:3k6q0O9JnO2GhvD6C8fs20","Jimin","Closer Than This","BIGHIT MUSIC",2,129,22,"604628"
24,"spotify:track:2kpVbauiG7Tcue6kZPKYNG","PUN","Goodbye","Universal Music (Thailand) Ltd.",10,28,22,"590942"
25,"spotify:track:7CyPwkp0oE8Ro9Dd5CUDjW","The Weeknd, JENNIE, Lily-Rose Depp","One Of The Girls (with JENNIE, Lily Rose Depp)","XO / Republic Records",10,25,49,"588984"
26,"spotify:track:5jj7yXcilVsZPpyYtmD28X","NONT TANONT","จำนน","LOVEiS Entertainment",15,22,15,"576183"
27,"spotify:track:6dOtVTDdiauQNBQEDOtlAB","Billie Eilish","BIRDS OF A FEATHER","Darkroom/Interscope Records",27,32,5,"559010"
28,"spotify:track:6i8MbzVn4nzyjUcSoVcz7B","aespa","Armageddon","SM Entertainment",6,16,5,"557644"
29,"spotify:track:6pTSm2Sw6fEEO4iKfOJqTL","Goy Arachaporn","จางหาย","Arachaporn Pokinpakorn",16,24,9,"553332"
30,"spotify:track:0zLFNFvbnPmWZfDewtyaVg","Three Man Down","ไม่ให้ไป","GMM Music Public Company Limited",30,52,2,"548371"
31,"spotify:track:0h7QMc9ZRzA9QJrbEHytn2","Jin","The Astronaut","BIGHIT MUSIC",2,33,58,"533220"
32,"spotify:track:7gPJ0LnpLQOhqH1Gx13cwv","BUS","แค่ไหนแค่นั้น (NO MATTER WHAT)","SONRAY MUSIC",22,27,8,"528534"
33,"spotify:track:01qFKNWq73UfEslI0GvumE","Jung Kook, Jack Harlow","3D (feat. Jack Harlow)","BIGHIT MUSIC",2,17,39,"527136"
34,"spotify:track:28uUXmHx13AZ1nkl57vCwN","BOWKYLION","ส่วนต่าง (do it without me)","What The Duck",16,29,7,"524701"
35,"spotify:track:5BmF05GWZpmm5JZ5p3yMJr","Mirrr","กำแพงหัวใจ","What The Duck",15,31,45,"517991"
36,"spotify:track:7jq0O5rfrzEIqNOsc7v9JT","First Anuwat, Saran","เดินมาส่ง - BYE","Marr",11,30,59,"506488"
37,"spotify:track:4bnxMt1viexb85sAtVz1dA","MEYOU","วันนี้ปีที่แล้ว","GMM Music Public Company Limited",11,41,43,"491072"
38,"spotify:track:1SS0WlKhJewviwEDZ6dWj0","ZICO, JENNIE","SPOT!","KOZ Entertainment",7,36,9,"481404"
39,"spotify:track:6KRj0vz2JEk8Ykt1Q0KKZX","Bedroom Audio","เพลงที่เธอไม่ฟัง","Tero Music",11,34,13,"479177"
40,"spotify:track:56wDFSIa9Tr7zbEXUVMwjP","fellow fellow","ดาวหางฮัลเลย์","Kicks Records",3,49,43,"468571"
41,"spotify:track:6rgF7lJWhf0jR5ZEJk3cY5","YENTED, BlackHeart, Williams","ที่รักใจเย็น","Yented",41,44,17,"467567"
42,"spotify:track:30ho6wAl9w53sCtcqzHVMA","Saran, GTK","ใจพัง","SARAN",35,38,28,"464801"
43,"spotify:track:6rk1rGqpNXTeu7kVsB049F","PiXXiE","ติดฝน","Lit Entertainment",3,46,25,"464664"
44,"spotify:track:1WbqdJzBawPmNVBL1tT7dK","Whal & Dolph","ดีใจรึเปล่า","What The Duck",11,53,19,"461790"
45,"spotify:track:13fTUwOsAtNtZtxAcBOtWy","มนัสวีร์","ความรู้สึกของตัวฉัน","9 Arkkhan - Music",23,37,27,"461470"
46,"spotify:track:5DMALWZOGyyc7noptzvF2j","sarah salola","ยินดี - เพลงประกอบละครมาตาลดา ช่อง 3","CHANDELIER MUSIC",10,39,51,"453841"
47,"spotify:track:2CjNvED1BSLPG1jYENA0QS","Only Monday","จดจำ","GMM Music Public Company Limited",14,47,22,"453120"
48,"spotify:track:5SP4XIuwGjbA5xTEkTQq7E","MEYOU","อิจฉา","GMM Music Public Company Limited",11,42,30,"450136"
49,"spotify:track:3MIVadmVbWGZR0VzNceGt1","QLER","ใจลอย","What The Duck",13,43,64,"449942"
50,"spotify:track:1rNYuv63emsYt4Jjv8RlgJ","Mirrr","เจ้าของที่","What The Duck",10,56,120,"432728"
