rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
1,"spotify:track:7IcfEY0IyV4fdALbwJCw3v","MEYOU","ภาวนา","GMM Music Public Company Limited",1,1,10,"393715"
2,"spotify:track:0vIvE2RgjnMpUQn875C4Vz","Ice Paris, Pearwah","รักติดไซเรน (My Ambulance) - From รักฉุดใจนายฉุกเฉิน Original Soundtrack","Nadao Music",1,2,8,"371437"
3,"spotify:track:7adzBs69Rjtj6194UZRWfm","Indigo","ถ้าฉันเป็นเขา","Move Records",3,3,14,"315117"
4,"spotify:track:1A9I1bdZX61vE5cTaNOz2x","Lipta, KOB FLAT BOY","นี่ฉันเอง","Lipta",3,5,9,"257393"
5,"spotify:track:6v3KW9xbzN5yKLt9YKDYA2","Shawn Mendes, Camila Cabello","Señorita","Island Records",1,4,15,"254533"
6,"spotify:track:4prGMvYxnXPsG7xueL4Gc8","WANYAi","เจ็บจนพอ (Enough)","HOLYFOX CO., LTD.",1,6,24,"233154"
7,"spotify:track:5t2958ghc1UIUovv1pqMl3","Earth Patravee","หวง(you're mine)","Move Records",7,20,5,"217259"
8,"spotify:track:78SisrpqN9rYxNwFbpQ7JX","MEAN Band","พอเถอะ","LOVEiS Entertainment",2,8,22,"215245"
9,"spotify:track:14rWuS6yllHOdfZ8sZsZUj","TWICE","Feel Special","Republic Records - TWICE",9,38,2,"213633"
10,"spotify:track:4XqtyE2i3U1z2rMVcgnYX6","WANYAi, ปู่จ๋าน ลองไมค์","ลืมไป (Blind) [feat. ปู่จ๋าน ลองไมค์]","HOLYFOX CO., LTD.",5,9,18,"206189"
11,"spotify:track:21jGcNKet2qwijlDFuPiPb","Post Malone","Circles","Republic Records",7,7,5,"194305"
12,"spotify:track:0rvNW2zfoFqdz7jHw3VqSQ","Ink Waruntorn","ดีใจด้วยนะ (Glad)","Boxx Music",3,13,31,"193432"
13,"spotify:track:1kX8eeTe8JSQPj1dQ9MTFa","Zom Marie, LAZYLOXY","รางวัลปลอบใจ","Spicy Disc",11,11,17,"192391"
14,"spotify:track:6GVBXMArxujxWfZx3vGvgC","Ink Waruntorn","ไม่อยากเหงาแล้ว (Call Me) Feat. Meyou","Boxx Music",10,10,4,"190722"
15,"spotify:track:2qlfZhBPWq5FH3FwlZKGws","WANYAi","ไปได้ดี (So Long)","HOLYFOX CO., LTD.",6,14,10,"185810"
16,"spotify:track:6N6gsaHf5GYJAvEKfg6iEv","Palmy","ดวงใจ","GMM Music Public Company Limited",8,12,3,"181499"
17,"spotify:track:3CCcOP9IQHVQoYIFKuS5BP","Cocktail","เรา","GMM Music Public Company Limited",6,15,13,"173114"
18,"spotify:track:3zrebnrolRrRWRx9yx7tZs","PURE","ทางผ่าน","BH BrickHouse",16,16,6,"171610"
19,"spotify:track:1lD1Pjy7rNDOny7nFqmUHJ","Safeplanet","คำตอบ ( Answer )","Safeplanet",18,18,52,"169474"
20,"spotify:track:4OZjDh3pxthm3Ig9Fs7C7N","Whal & Dolph","ใจเดียว","What The Duck",10,17,8,"167660"
21,"spotify:track:41TfjScHItR0d1k1N9tSr6","The Parkinson","แค่นี้...พอ","Spicy Disc",4,19,15,"164576"
22,"spotify:track:4zvpnvtc2IYE3EMQau3vIH","p n v .","ฉันเป็นทะเล (ไม่ใช่เขา)","p n v .",19,23,14,"159648"
23,"spotify:track:66t4DQjeDsDUmA1WxKgnLU","Safeplanet","พริบตา","Safeplanet",23,-1,1,"155244"
24,"spotify:track:1lWjw2MgiWcvuy5rSuQ11b","Whal & Dolph","ไม่รู้ทำไม","What The Duck",4,24,19,"153308"
25,"spotify:track:7JhYmekBJcLg4RtTItTf2g","Wan Thanakrit","เดคิสุงิ","Spicy Disc",14,21,7,"149827"
26,"spotify:track:2cqjhnMI6m22cqcD1GUSTZ","MEAN Band","ความสุขของเธอ","LOVEiS Entertainment",19,22,10,"148055"
27,"spotify:track:5b7ahDq47e9StoRltT4YjT","Num KALA","สบายดีหรือ","GMM Music Public Company Limited",27,-1,1,"147807"
