track_name,streams,artist_names,uri,source,peak_rank,rank,previous_rank,weeks_on_chart,bpm,key,mode,danceability%,positiveness%,energy%,acousticness%,instrumentalness%,liveness%,speechness%
Backlight,77119,Ado,spotify:track:78MS9OT9Flm2V78fhTw4rk,Universal Music LLC,196,196,-1,1,145,A#,Minor,56,71,90,0,0,37,11
Bad Alive,61795,WayV,spotify:track:5xfGmBYIy5EfWvqlT9vkRB,LABEL V,120,120,-1,1,142,D#,Minor,67,57,84,0,0,33,3
Bad Boy,1385916,Red Velvet,spotify:track:5GKwq4sO5ZHKuWaDmdwMQc,SM Entertainment,3,91,-1,87,150,D,Major,71,81,74,19,0,6,5
Bad Decisions (with BTS & Snoop Dogg),3674363,"benny blanco, BTS, Snoop Dogg",spotify:track:0xzI1KAr0Yd9tv8jlIk3sn,Friends Keep Secrets/Interscope Records,2,2,-1,13,120,C,Major,76,96,86,2,0,26,10
Bad Girls Like You,2426546,Tobii,spotify:track:23EDUpNbiKcDwhUf9kBRo8,Universal Music (Thailand) Ltd.,127,127,-1,11,100,E,Minor,70,56,61,5,0,27,4
Bad Habit,2033922,Steve Lacy,spotify:track:4k6Uh1HXdhtusDW5y8Gbvy,L-M Records/RCA Records,143,143,-1,20,169,C#,Major,69,70,49,61,0,40,4
Bad Habits,3061664,Ed Sheeran,spotify:track:6PQ88X9TkUIAUIZJHW2upE,Atlantic Records UK,14,14,-1,33,126,B,Minor,81,54,89,5,0,37,3
Bad Liar,187329,Imagine Dragons,spotify:track:2RSHsoi04658QL5xgQVov3,Kid Ina Korner / Interscope,35,78,78,13,178,D#,Major,38,8,64,7,0,37,7
Bad To You (with Normani & Nicki Minaj),136855,"Ariana Grande, Normani, Nicki Minaj",spotify:track:7vJS1DPc3FzBtqBs8n3mW5,Silver Cloud/Charlie's Angels,75,75,-1,2,148,G,Minor,73,63,58,6,0,11,7
Baddie,694493,IVE,spotify:track:7aqsfFKqJFNa2umM4tTLdA,Starship Entertainment,94,94,-1,4,160,F,Major,74,75,68,5,0,10,5
Ball Like That,207825,BamBam,spotify:track:3jTKYmZOMfHW3RPgb5cPCU,Abyss Company,183,183,-1,1,98,A,Minor,77,22,70,1,0,14,8
Bam Bam (feat. Ed Sheeran),599917,"Camila Cabello, Ed Sheeran",spotify:track:0QBzMgT7NIeoCYy3sJCof1,Epic,87,87,-1,9,95,G#,Major,76,96,70,18,0,33,4
Bambi,236406,BAEKHYUN,spotify:track:60VaORSJ5x1D4ZPSc0g2En,SM Entertainment,90,90,-1,4,61,G,Minor,44,39,63,43,0,21,4
Bangkok Summer,34694,Stamp,spotify:track:3qaWqUVVlKoGSRZHdSDn3r,123Records,99,99,-1,1,112,B,Major,69,67,80,43,0,7,5
Barbie World (with Aqua) [From Barbie The Album],672396,"Nicki Minaj, Ice Spice, Aqua",spotify:track:741UUVE2kuITl0c6zuqqbO,Atlantic Records,125,125,-1,4,144,C,Major,77,75,58,52,0,23,25
Be Alright,167579,Dean Lewis,spotify:track:3EPXxR3ImUwfayaurPi3cm,Universal Music Australia Pty. Ltd.,23,130,130,27,126,B,Major,55,49,54,70,0,8,3
Be Kind (with Halsey),2219352,"Marshmello, Halsey",spotify:track:3Z8FwOEN59mRMxDCtb8N0A,Astralwerks,28,28,-1,25,94,E,Major,63,45,63,1,0,5,5
Be Mine,4962401,Jimin,spotify:track:3LWVXp636uLT356Rj08Jaz,BIGHIT MUSIC,37,37,-1,14,66,C#,Minor,69,56,75,6,0,11,9
Be There For Me,729378,NCT 127,spotify:track:1Lkd4pjGFQilS5zPoMnLL7,SM Entertainment,21,21,-1,2,82,B,Major,74,72,65,15,0,8,4
Be There For You,124033,NCT DREAM,spotify:track:65aiZeH9Uld7iFC4w24tiR,SM Entertainment,80,80,-1,2,176,C#,Minor,43,34,40,71,0,20,3
Beatbox,745334,NCT DREAM,spotify:track:0CatzXH85XWyBqqdB6qPMB,SM Entertainment,34,34,-1,6,94,E,Minor,86,77,70,4,0,3,7
Beautiful,484827,NCT 2021,spotify:track:6NBbpQfD2MZcCNBOy7iE7Q,SM Entertainment,42,42,-1,5,128,C#,Major,65,70,92,40,0,13,3
Beautiful (feat. Camila Cabello),662987,"Bazzi, Camila Cabello",spotify:track:4VUwkH455At9kENOfzTqmF,iamcosmic,22,106,-1,43,100,D,Major,64,25,72,35,0,10,3
Beautiful Mistakes (feat. Megan Thee Stallion),1988533,"Maroon 5, Megan Thee Stallion",spotify:track:6fRxMU4LWwyaSSowV441IU,Interscope Records*,42,42,-1,20,99,A#,Major,71,72,68,4,0,15,3
Beautiful People (feat. Khalid),4892721,"Ed Sheeran, Khalid",spotify:track:70eFcWOvlMObDhURTqT4Fv,Atlantic Records UK,2,2,-1,46,93,F,Minor,64,55,65,12,0,8,19
Beautiful Things,1150416,Benson Boone,spotify:track:3xkHsmpQCBMytMJNiDf3Ii,"Night Street Records, Inc./Warner Records Inc.",121,121,-1,6,105,A#,Major,47,22,47,15,0,14,6
"Because of You, I Shine",4785588,BUS,spotify:track:4Apva8F7YKYyqwOCGfCnK6,SONRAY MUSIC,17,17,-1,14,113,G#,Major,74,63,85,4,0,9,6
Bed Chem,3667768,Sabrina Carpenter,spotify:track:1UHS8Rf6h5Ar3CDWRd3wjF,Island Records,71,71,-1,13,95,B,Minor,74,68,73,7,0,10,4
Before 4:30 (She Said…),311171,"Mew Suppasit, Sam Kim",spotify:track:6eXHtOGepsKaJ6UzN42YlG,Mew Suppasit Studio,81,81,-1,4,74,B,Major,48,26,44,72,0,19,5
Before Sunset (หมดเวลาแล้ว),622366,25 hours,spotify:track:2sNYhfAc2x0SC9n5mUApOe,GMM Music Public Company Limited,70,70,-1,8,115,G,Major,80,57,56,0,1,9,3
Before The Day Is Over,109489,Joji,spotify:track:7zBscbZUCr4jEABrfV9g03,88rising Music,123,123,-1,1,160,A,Major,40,19,29,77,0,9,4
Before You Go,590909,Lewis Capaldi,spotify:track:2gMXnyrvIjhVBUZwvLZDMP,Vertigo Berlin,119,119,-1,12,112,D#,Major,46,18,57,60,0,9,6
Beg For Me,58899,Red Velvet,spotify:track:6Zr6W8j3jJ3z50XsBCvm3e,SM Entertainment,162,162,-1,1,147,B,Minor,71,66,80,17,0,8,10
Beggin',1373144,Måneskin,spotify:track:3Wrjm47oTz2sjIgck11l5e,RCA Records Label,51,51,-1,17,134,B,Minor,71,59,80,13,0,36,5
Beginner,30947,BNK48,spotify:track:66zQFYwQRbxlfzcZkXfSJ3,BNK48 Office,120,120,-1,1,160,G#,Major,60,80,98,18,0,8,11
Bejeweled,371704,Taylor Swift,spotify:track:3qoftcUZaUOncvIYjFSPdE,Taylor Swift,74,74,-1,3,164,G,Major,70,43,56,6,0,9,7
Best Friend (feat. Doja Cat),1184291,"Saweetie, Doja Cat",spotify:track:2etHQJxIbV0soyPhelVs9Y,ICY/Warner Records,97,97,-1,23,94,E,Major,84,40,77,0,0,7,14
Best Friends,59484,The Weeknd,spotify:track:1E5Xu8dur0fAjSP1VpVhAZ,XO / Republic Records,168,168,-1,1,90,E,Minor,74,53,56,44,0,35,10
Best Lover,278689,"88rising, BIBI",spotify:track:0iWFz0Q5Qha9bx325ocFWq,88rising Music,116,116,-1,4,82,G,Major,74,51,66,26,0,12,27
Best Part (feat. H.E.R.),24971856,"Daniel Caesar, H.E.R.",spotify:track:4OBZT9EnhYIV17t4pGw7ig,MBK Entertainment/RCA Records,13,13,-1,257,75,G,Major,52,44,36,81,0,10,4
Best Part of Me (feat. YEBBA),308515,"Ed Sheeran, Yebba",spotify:track:0VsGaRXR5WAzpu51unJTis,Atlantic Records UK,22,22,-1,3,82,D,Major,56,24,24,76,0,28,3
Best Thing,6373723,Illslick,spotify:track:2pZHN502u6Wyas2M9yAVon,Bang Baht,54,54,-1,22,119,A#,Major,74,66,55,80,0,21,4
Bet You Wanna (Feat. Cardi B),3141633,"BLACKPINK, Cardi B",spotify:track:7iAgNZdotu40NwtoIWJHFe,YG Entertainment,2,2,-1,22,112,G,Major,65,67,66,0,0,6,16
Better,1188617,Khalid,spotify:track:6zeeWid2sgw4lap2jV61PZ,"Right Hand Music Group, LLC/RCA Records",12,73,-1,41,98,C,Minor,70,11,59,10,32,11,7
Better Now,1024942,Post Malone,spotify:track:7dt6x5M1jzdTEt8oCbisTK,Republic Records,6,83,-1,66,145,A#,Major,68,34,58,33,0,14,4
Better Things,2204503,aespa,spotify:track:6zZWoHlF2zNSLUNLvx4GUl,SM Entertainment / Warner Records,8,8,-1,4,115,C,Major,78,55,77,11,0,50,5
Better When You're Gone,25670,"David Guetta, Brooks, Loote",spotify:track:4Tvw0lweq9l2JPQKFbpbBQ,Parlophone (France),151,151,-1,1,128,C#,Minor,65,41,80,6,0,19,4
Big Plans,423011,Why Don't We,spotify:track:6Yx181fZzA0YE2EkUsYruq,Atlantic Records,76,76,-1,12,75,B,Major,69,65,60,7,0,11,4
Birthday,5412996,TEN,spotify:track:2cbllYULJNYhcDK37Uh8hR,SM Entertainment,9,9,-1,21,192,G,Minor,54,48,53,27,0,12,20
Bite Me,4920958,ENHYPEN,spotify:track:7mpdNiaQvygj2rHoxkzMfa,BELIFT LAB,8,8,-1,20,105,C#,Major,80,69,78,28,0,11,14
Bite Me - Japanese Ver.,174006,ENHYPEN,spotify:track:0INxaaPlo9DnT0OYEzHdsk,Universal Music LLC,8,139,184,16,105,F#,Minor,79,79,79,25,0,10,19
Black Mamba,2454392,aespa,spotify:track:1t2qYCAjUAoGfeFeoBlK51,SM Entertainment,16,16,-1,28,90,D,Major,61,47,91,6,0,8,8
Black Swan,2456757,BTS,spotify:track:3bkkMZEAhx7rTVz1C0itRQ,BIGHIT MUSIC,4,4,-1,25,147,D,Minor,72,49,76,14,0,13,8
Blank Space,7323383,Taylor Swift,spotify:track:1u8c2t2Cy7UBoG4ArRcF5g,"Big Machine Records, LLC",58,90,-1,80,96,F,Major,76,57,70,10,0,9,5
Blank Space (Taylor's Version),207386,Taylor Swift,spotify:track:45wMBGri1PORPjM9PwFfrS,Taylor Swift,95,95,-1,1,96,C,Major,74,76,72,10,0,17,6
Blast Off,55367,"Bruno Mars, Anderson .Paak, Silk Sonic",spotify:track:21afd9hCjpQ6lE5DPbcPHP,Aftermath Entertainment/Atlantic,158,158,-1,1,76,B,Major,48,35,55,4,0,30,4
Blessed-Cursed,280977,ENHYPEN,spotify:track:7ecbsiAQ6PNdiAq0hplVZo,BELIFT LAB,98,98,-1,4,127,E,Minor,60,40,89,9,0,60,6
Blinding Lights,6613050,The Weeknd,spotify:track:0VjIjW4GlUZAMYd2vXMi3b,Republic Records,53,53,-1,90,171,C#,Major,51,33,73,0,0,9,6
Bling-Bang-Bang-Born,1226247,Creepy Nuts,spotify:track:0kdqcbwei4MDWFEX5f33yG,Sony Music Labels Inc.,94,94,-1,6,157,F#,Minor,85,75,82,8,1,17,25
Blood Sweat & Tears,132109,BTS,spotify:track:4lsn7TSeTBVqeBtlZQnQRw,BIGHIT MUSIC,57,108,-1,26,93,C,Minor,58,60,88,2,0,36,10
Bloody Mary,317495,Lady Gaga,spotify:track:11BKm0j4eYoCPPpCONAVwA,Interscope,148,148,-1,3,100,A,Minor,59,43,64,1,0,11,3
Blue,671610,TAEYEON,spotify:track:3R8iyJpmhI9ABDmTpetV2D,SM Entertainment,68,68,-1,3,99,D,Major,45,14,46,88,0,11,4
Blue & Grey,683452,BTS,spotify:track:0n2moJpAEWHwaPYYjkzMDl,BIGHIT MUSIC,23,23,-1,7,122,G#,Major,55,36,60,42,0,12,4
Blue Butterflies,988715,JHIN,spotify:track:1FpQ2EPJarW7rpjFGGd8Jd,JHIN,55,55,-1,5,93,C#,Minor,74,69,56,60,0,31,3
Blue Flame,56540,LE SSERAFIM,spotify:track:37YoRLUu1qId0ewavgvnkG,SOURCE MUSIC,193,193,-1,1,112,E,Minor,78,76,72,3,0,8,5
Blue Hour,314281,TOMORROW X TOGETHER,spotify:track:0JQHGu03YJikcND4SENdiW,Republic Records - TXT,105,105,-1,5,112,D#,Minor,71,75,82,1,0,9,8
Blue Orangeade,101559,TOMORROW X TOGETHER,spotify:track:7C31PdvTuSvEFqn2sKISsX,Republic Records - TXT,91,91,-1,3,111,C,Major,76,43,85,1,0,14,6
Blueberry Eyes (feat. SUGA of BTS),101112,"MAX, SUGA",spotify:track:6sI8Q7TTJeA9exw6hxEqq3,Colour Vision Records/Sony Music Entertainment,181,181,-1,2,150,C,Minor,75,41,61,45,0,13,10
Blueberry Faygo,8297103,Lil Mosey,spotify:track:22LAwLoDA5b4AaGSkg6bKW,Mogul Vision/Interscope Records,9,9,-1,63,99,C,Major,77,35,55,21,0,13,4
Blueming,1731761,IU,spotify:track:4Dr2hJ3EnVh2Aaot6fRwDO,Kakao Entertainment,61,61,-1,32,106,C,Major,82,68,67,8,0,7,6
Blush,154130,Zom Marie,spotify:track:3Yq6TLvajhIBIIGtx57r3N,Spicy Disc,72,72,-1,2,126,C#,Minor,74,68,71,13,0,9,4
Bohemian Rhapsody - Remastered 2011,71053,Queen,spotify:track:7tFiyTwD0nx5a1eklYtX2J,EMI,72,162,-1,10,71,C,Minor,41,22,40,27,0,30,5
Bom,32973,BOL4,spotify:track:0jnUqXkSxqe8hLkPVfzIjz,쇼파르뮤직,124,124,-1,1,196,G,Major,56,55,65,41,0,8,6
Bomb Bomb,70262,KARD,spotify:track:2U6RSyXFnDVNYoD9iUgi09,DSP Media,112,112,-1,2,103,F#,Major,76,88,84,7,0,31,13
Bombs,86533,"Renato S, Rosh",spotify:track:1owBS1X6UZIWv6aQs1ivQf,Generation Smash,115,115,-1,1,128,C,Major,71,79,82,38,76,13,4
Bon Bon Chocolat,420724,EVERGLOW,spotify:track:06Pvy98db25O7wlfFFFIRM,"Genie Music Corporation, Stone Music Entertainment",62,62,-1,11,140,F#,Major,72,63,83,3,0,7,6
Bones (feat. OneRepublic),93285,"Galantis, OneRepublic",spotify:track:1pfgsjmxVZhoZpeDx6POKv,Big Beat Records,101,101,-1,3,120,C,Major,66,51,80,0,0,18,4
Boom,246696,NCT 127,spotify:track:4PIDYDoXyBUAh5Tzndtk9K,SM Entertainment,40,40,-1,3,105,D,Major,74,31,62,5,0,11,13
Boom Boom Bass,2778507,RIIZE,spotify:track:2J194R0KIKbK7bTHfUHPDB,SM Entertainment,18,18,-1,6,117,F,Minor,81,83,76,2,0,14,5
Booty Bomb,111215,4EVE,spotify:track:3KkJ7oa4xbCwUecvuj9DxK,"TPOP INCORPORATION Co.,Ltd.",149,149,-1,2,97,F,Major,82,30,87,3,0,46,10
Bored! - NINGNING Solo,254915,aespa,spotify:track:44qlcokPO2RjD8791ohJFR,SM Entertainment,106,106,-1,1,156,G#,Major,69,81,81,45,0,12,13
Born Again,24044,Tiffany Young,spotify:track:6JCm7iKDFpOpjzvuJ9h0Rp,Universal Music Taiwan,153,153,-1,1,174,F#,Minor,43,26,66,1,0,24,5
Born Singer,1052695,BTS,spotify:track:1IthE5GNiRzFN5CVaCa445,BIGHIT MUSIC,5,5,-1,4,158,G#,Minor,60,68,84,4,0,24,11
Boss Bitch,752582,Doja Cat,spotify:track:78qd8dvwea0Gosb6Fe6j3k,Atlantic Records,87,87,-1,12,126,A#,Minor,71,57,96,13,0,20,22
Boutchya,111758,4EVE,spotify:track:2cqgWnsfBS5aKUHg1pq3fN,"TPOP INCORPORATION Co.,Ltd.",92,92,-1,1,104,F#,Minor,91,46,64,11,0,21,9
Boy With Luv (feat. Halsey),16893363,"BTS, Halsey",spotify:track:5KawlOMHjWeUjQtnuRs22c,BIGHIT MUSIC,1,1,-1,172,120,B,Minor,64,80,86,9,0,19,8
Boy in Luv,70457,BTS,spotify:track:17AFcTj1bj9qhWrHbsLDSb,BIGHIT MUSIC,175,175,-1,1,166,C,Major,49,47,95,0,0,34,31
Boy's a liar Pt. 2,3089969,"PinkPantheress, Ice Spice",spotify:track:6AQbmUe0Qwf5PZnt4HmTXv,Warner Records,75,75,-1,18,133,F,Major,70,86,81,25,0,25,5
Boyfriend,265577,Dove Cameron,spotify:track:59CfNbkERJ3NoTXDvoURjj,Disruptor Records/Columbia,116,116,-1,3,180,G,Minor,34,23,61,23,0,19,6
Boys Like You,192352,ITZY,spotify:track:5k1A6F2kRnr6XkYKpVt7V0,Republic Records - ITZY,142,142,-1,2,128,D,Major,84,88,90,3,0,7,10
Brassac,104983,Violette Wautier,spotify:track:6epfqp1ff2caRD6VamFd9O,Universal Music (Thailand) Ltd. Distributed Labels,147,147,-1,2,113,D,Major,64,45,82,2,0,9,5
Break My Heart,1857017,Dua Lipa,spotify:track:017PF4Q3l4DBUiWoXk4OWT,Warner Records,42,42,-1,21,113,E,Minor,73,47,73,17,0,35,9
Breakfast,103691,NCT 127,spotify:track:5gVCEqLQrHkZPQzLw8pTXC,SM Entertainment,74,74,-1,1,112,F#,Major,74,62,78,13,0,5,5
Breaking Me,48620,"Topic, A7S",spotify:track:3H7ihDc1dqLriiWXwsc2po,Virgin,199,199,-1,1,122,G#,Minor,79,66,72,22,0,13,22
Breath,297364,GOT7,spotify:track:0pDh5dMblZFw7bXRsbekZ1,Republic Records - JYP Entertainment,70,70,-1,4,130,A,Minor,72,64,85,11,0,10,5
Bring The Noize,75962,NCT 127,spotify:track:0qrI2HZIHthFCBjnS7t2jp,SM Entertainment,106,106,-1,1,160,F#,Major,76,91,92,20,0,49,18
Broken Melodies,2009009,NCT DREAM,spotify:track:63Czf03uph6EyJDL1z3x3z,SM Entertainment,24,24,-1,8,150,C#,Major,58,39,82,19,0,18,5
Bubble Gum,718115,NewJeans,spotify:track:19D8LNpWwIPpi6hs9BG7dq,ADOR,88,88,-1,3,105,A,Major,76,53,71,14,0,8,4
Build a Bitch,2094904,Bella Poarch,spotify:track:7BoobGhD4x5K96Me0hqC8Q,Warner Records,17,17,-1,16,103,D#,Major,86,87,46,22,0,35,4
Bungee,100621,NCT DREAM,spotify:track:2dRiyL82K8xPV3gLBDJZMx,SM Entertainment,145,145,-1,1,98,D,Minor,63,55,78,17,0,4,18
Burn It (feat. MAX),54717,"Agust D, MAX",spotify:track:0x25VdiFOIBl1epNer9L3w,BIGHIT MUSIC,150,150,-1,1,114,F#,Minor,66,34,78,1,0,27,5
But Daddy I Love Him,181222,Taylor Swift,spotify:track:5og4Qzt92jJzVDkOtSEilb,Taylor Swift,163,163,-1,1,79,E,Major,40,42,71,38,0,14,12
Butter,13688074,BTS,spotify:track:6jjYDGxVJsWS0a5wlVF5vS,BIGHIT MUSIC,1,1,-1,75,110,G#,Major,76,70,46,0,0,9,9
Butter (Cooler Remix),52673,BTS,spotify:track:0xmEcb4yhUy5PS8MHdAvmc,BIGHIT MUSIC,136,136,-1,1,110,G#,Major,65,89,81,1,0,32,13
Butter (Hotter Remix),165244,BTS,spotify:track:5qtVXK2ZRv9tfmvqr2MnBZ,BIGHIT MUSIC,70,70,-1,2,110,G#,Major,70,79,75,0,0,23,5
Butter (Instrumental),316041,BTS,spotify:track:1e0Wxoraz9IzFhREDqgJAe,BIGHIT MUSIC,63,63,-1,4,110,G#,Major,43,41,39,0,80,14,8
Butter (Megan Thee Stallion Remix),929381,"BTS, Megan Thee Stallion",spotify:track:3JR0ducCexKbeK47g6AHm5,BIGHIT MUSIC,15,15,-1,9,110,G#,Major,74,77,59,0,0,11,14
Butter (Sweeter Remix),52386,BTS,spotify:track:68nqgUs4Wzhje6w4HrSWet,BIGHIT MUSIC,137,137,-1,1,110,F,Minor,73,79,55,7,0,34,6
Butterfly,235028,LOONA,spotify:track:5jhYykolbcG1T9wZSyvhp5,BlockBerryCreative,97,97,-1,4,107,G,Minor,58,36,85,3,0,12,4
Bye Bye Bye - From Deadpool and Wolverine Soundtrack,1932671,*NSYNC,spotify:track:62bOmKYxYg7dhrC6gH9vFn,Jive,67,67,-1,7,173,G#,Minor,61,86,93,3,0,8,5
CALL ANYTIME,38802,"JINU, MINO",spotify:track:5LILPLYXMhiJqSW19s4k1t,YG Entertainment,162,162,-1,1,100,B,Minor,81,62,66,54,0,30,7
CASE 143,186875,Stray Kids,spotify:track:1klq7dgG1Pz0ijci5Pmae1,Republic Records - Stray Kids,121,121,-1,2,100,F#,Minor,81,69,89,10,0,2,21
CLAP!,225176,TREASURE,spotify:track:4LuSCNN7wRs6hqouAkGh9C,YG Entertainment,109,109,-1,2,80,G#,Minor,73,90,74,5,0,7,5
CLIK CLAK,771846,BABYMONSTER,spotify:track:4hCKVecuybp8IrwRfN8fr1,YG Entertainment,104,104,-1,3,135,A,Major,94,42,59,1,0,4,12
COME TO ME,153182,TREASURE,spotify:track:7wHS9bv0aNojNcFkOPeVsb,YG Entertainment,74,74,-1,2,105,G#,Minor,86,70,78,21,0,16,5
COMING HOME (feat. NIKI),52331,"HONNE, NIKI",spotify:track:27Mp1HAFIhnLBsGXdFcGXG,Atlantic Records UK,139,139,-1,1,107,D,Major,83,56,33,17,0,9,8
CRAZY,1850877,LE SSERAFIM,spotify:track:4gxEY3Mh5FZZDAJAKPNrCS,SOURCE MUSIC,96,96,-1,8,130,B,Minor,80,53,90,1,0,10,13
CROWN,665904,TOMORROW X TOGETHER,spotify:track:32h6yQGn4oAhZ0HRsTMX26,Republic Records - TXT,25,25,-1,12,111,F,Major,62,58,80,5,0,6,4
CRY FOR ME,369544,TWICE,spotify:track:0PoAZ7SLFpqpYR9LSCYAo8,Republic Records - TWICE,76,76,-1,6,145,A#,Major,70,42,69,5,0,9,5
Call You Mine,1176640,"The Chainsmokers, Bebe Rexha",spotify:track:05CwHjIk71RXVU40boRMnR,Disruptor Records/Columbia,18,18,-1,16,104,E,Minor,58,52,70,20,0,34,3
Call You Mine (feat. Geologic Of The Blue Scholars),2617953,"Jeff Bernat, Geologic Of The Blue Scholars",spotify:track:4m5HKGwULoA0SvhaXiDMPR,Jeff Bernat,134,134,-1,50,90,B,Minor,79,63,57,84,2,9,5
"Calling (Spider-Man: Across the Spider-Verse) (Metro Boomin & Swae Lee, NAV, feat. A Boogie Wit da Hoodie)",940286,"Metro Boomin, Swae Lee, NAV, A Boogie Wit da Hoodie",spotify:track:5rurggqwwudn9clMdcchxT,Republic Records,70,70,-1,5,140,C,Major,63,22,54,46,0,12,8
Calling My Phone,102126,"Lil Tjay, 6LACK",spotify:track:5Kskr9LcNYa0tpt5f0ZEJx,Columbia,168,168,-1,2,105,E,Minor,91,20,39,45,0,14,5
Calma - Remix,21115,"Pedro Capó, Farruko",spotify:track:5iwz1NiezX7WWjnCgY5TH4,Sony Music Latin,192,192,-1,1,127,B,Minor,83,76,77,32,0,14,5
Can You Feel the Love Tonight,35076,"Beyoncé, Childish Gambino, Billy Eichner, Seth Rogen",spotify:track:1zSKtBze2IReYU44W0lDzd,Walt Disney Records,178,178,-1,1,103,F,Major,34,35,33,66,0,8,4
Can't Control Myself,338728,TAEYEON,spotify:track:2TZTpkpnDIKUOfU6riqCfE,SM Entertainment,69,69,-1,4,85,E,Major,63,23,68,3,0,45,4
Can't Tell Me Nuttin',1492907,"FIIXD, 1MILL, DIAMOND MQT, 19HUNNID, 1-Flow",spotify:track:2VbPJKxaAfly99Mh0OoUb5,1000 Chaser,61,61,-1,20,100,B,Minor,88,46,56,3,0,10,26
Can't You See Me?,194519,TOMORROW X TOGETHER,spotify:track:2qI0Uchpdc2RkzuhbRnnZ8,Republic Records - TXT,97,97,-1,3,140,A,Minor,59,66,82,6,0,20,8
Candle,116318,"PARK WOO JIN, LEE DAE HWI",spotify:track:6FdRXt5c7mWFePJTbuSXeb,WM Korea,75,75,-1,4,97,C#,Major,79,76,74,39,0,34,9
Candle Light,79090,NCT DREAM,spotify:track:6nUpdTLUSel3Zp6lhHZRbX,SM Entertainment,105,105,-1,3,93,G#,Major,56,29,82,3,0,12,5
Candy,6317894,BAEKHYUN,spotify:track:6kKC35sKUh2FUx4M0qAL44,SM Entertainment,18,18,-1,21,150,B,Minor,65,61,77,24,0,9,5
Capture,289089,"Twopee Southside, Stamp Apiwat",spotify:track:1zqT0PWLvLKv7aXbcej4i5,Thaitanium Entertainment,49,49,-1,3,98,C,Major,76,55,76,26,0,32,6
Carry Me Out,2807126,Mark Tuan,spotify:track:2bTDJaOn3kEBse2wCKugBP,DREAMERS N ACHIEVERS,46,46,-1,12,150,A,Minor,67,38,54,13,0,28,7
"Carry On (from the Original Motion Picture ""POKÉMON Detective Pikachu"")",271613,"Kygo, Rita Ora",spotify:track:3y3brCCecHC3Db18aIOnny,Palm Tree Records/RCA Records,80,80,-1,7,122,A,Minor,59,27,70,38,0,13,8
Cat & Dog,73803,TOMORROW X TOGETHER,spotify:track:5cadLqAgl7Y9zX3lRWdsPK,Republic Records - TXT,88,88,-1,2,160,G#,Major,84,38,80,5,0,12,11
Celebrity,3594083,IU,spotify:track:4RewTiGEGoO7FWNZUmp1f4,EDAM Entertainment,3,3,-1,35,100,A,Major,73,67,78,19,0,10,7
Champagne & Sunshine,254155,"PLVTINUM, Tarro",spotify:track:77U6kcldLRFl9vCfaw11Sr,PLVTINUM,145,145,-1,5,110,F,Minor,61,26,52,6,0,9,7
Change pt.2,143505,RM,spotify:track:7vPMugKcYwnX9Dh7SrLFHF,BIGHIT MUSIC,107,107,-1,1,79,A,Major,68,38,48,8,0,40,21
Changes,276847,Lauv,spotify:track:3vUc9WQpoca15404jNdzf9,Lauv,77,77,-1,5,74,D,Major,60,19,45,46,0,24,10
Chasing That Feeling,849269,TOMORROW X TOGETHER,spotify:track:0ZPjVmof45INEERgYfadtv,Republic Records - TXT,11,11,-1,2,142,A#,Minor,69,63,84,2,0,6,7
Cheating on You,3887888,Charlie Puth,spotify:track:0ClPIeT6MSgfSgQ9ZrJbAq,Artist Partner,112,112,-1,64,123,E,Major,75,60,54,1,0,10,3
Chemical,128786,Post Malone,spotify:track:5w40ZYhbBMAlHYNDaVJIUu,Mercury Records/Republic Records,144,144,-1,1,170,D,Major,50,37,90,0,0,12,4
Cherry Bomb,30772,NCT 127,spotify:track:3o8QzWsiiqTUVgBZfHgF58,SM Entertainment,166,182,-1,5,78,F#,Minor,71,80,60,0,0,5,29
Cheshire,107462,ITZY,spotify:track:1LJT4ctFlHUSVsfZqMeaz0,Republic Records - ITZY,161,161,-1,1,99,G,Major,79,74,84,33,0,36,5
Chicken Noodle Soup (feat. Becky G),144666,"j-hope, Becky G",spotify:track:6wyr4ReB05D9sJB1Rsmcqo,BIGHIT MUSIC,52,52,-1,2,97,D,Major,83,17,82,0,0,29,10
Child,1161644,MARK,spotify:track:5HaYRuf3zAfCb8RSO9LLea,SM Entertainment,22,22,-1,8,85,F#,Major,67,44,81,15,0,8,8
Chill Kill,375345,Red Velvet,spotify:track:68gQG2HpRMxIRom4pCugMq,SM Entertainment,106,106,-1,2,148,C,Major,53,43,75,5,0,24,9
Chocolate,46132,PLASUI PLASUI,spotify:track:4kLD5mY6hir91J5korUFMu,PLASUI PLASUI,161,161,-1,1,90,E,Major,60,37,44,96,67,16,3
Christmas EveL,265518,Stray Kids,spotify:track:266QhbDtB6QapuIYRBaLFe,Republic Records - Stray Kids,127,127,-1,4,140,F,Minor,88,88,78,4,0,40,16
Christmas Tree,5169648,V,spotify:track:186NCtNk1tUYS7c2DxgJ7O,MOST CONTENTS,7,7,-1,31,139,F,Major,44,18,38,70,0,12,4
Cinderella,5405791,Tattoo Colour,spotify:track:5NB83Qpt3RUDuKBuTGQcA3,Smallroom,70,70,-1,53,113,G,Major,89,85,76,32,0,9,4
Circles,8908659,Post Malone,spotify:track:21jGcNKet2qwijlDFuPiPb,Republic Records,7,7,-1,87,120,C,Major,70,55,76,19,0,9,4
