rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
1,"spotify:track:2KslE17cAJNHTsI2MI0jb2","Jung Kook","Standing Next to You","BIGHIT MUSIC",1,-1,1,"5313771"
2,"spotify:track:2HRgqmZQC0MC7GeNuDIXHN","Jung Kook, Latto","Seven (feat. Latto) (Explicit Ver.)","BIGHIT MUSIC",1,1,17,"2175400"
3,"spotify:track:5h1BN75CEh8wdSwE1xrbSe","V","Slow Dancing","BIGHIT MUSIC",2,2,8,"1799631"
4,"spotify:track:01qFKNWq73UfEslI0GvumE","Jung Kook, Jack Harlow","3D (feat. Jack Harlow)","BIGHIT MUSIC",2,3,6,"1402733"
5,"spotify:track:7hU3IHwjX150XLoTVmjD0q","LISA","MONEY","YG Entertainment",1,5,113,"1273293"
6,"spotify:track:56wDFSIa9Tr7zbEXUVMwjP","fellow fellow","ดาวหางฮัลเลย์","Kicks Records",3,6,10,"1147424"
7,"spotify:track:4UaGQ2D4MBuRBWumZO52Ma","TEN","Paint Me Naked","SM Entertainment",5,7,28,"1044473"
8,"spotify:track:7uQZVznj0uQOGC9KhV2Mg6","LISA","LALISA","YG Entertainment",1,9,110,"983563"
9,"spotify:track:2gkVEnpahpE3bQuvGuCpAV","Jung Kook","Yes or No","BIGHIT MUSIC",9,-1,1,"934853"
10,"spotify:track:5ONOlTiqymhzwcFjqcIT6E","Jung Kook","Hate You","BIGHIT MUSIC",10,-1,1,"926926"
11,"spotify:track:0k0GtcnyQLMiXrdEDbLXmJ","Jung Kook, DJ Snake","Please Don't Change (feat. DJ Snake)","BIGHIT MUSIC",11,-1,1,"899598"
12,"spotify:track:3bNNvJA7hsGw0wSpGkfOBm","Jung Kook","Too Sad to Dance","BIGHIT MUSIC",12,-1,1,"881127"
13,"spotify:track:5KfJvZ0PZzRdwFRaTUDAA7","Jung Kook","Somebody","BIGHIT MUSIC",13,-1,1,"874884"
14,"spotify:track:06Qo2fYR2KS1F7bL338iVT","Jung Kook, Major Lazer","Closer to You (feat. Major Lazer)","BIGHIT MUSIC",14,-1,1,"867494"
15,"spotify:track:7AbqgE05nFl9qY4FRUiq2p","Jung Kook","Shot Glass of Tears","BIGHIT MUSIC",15,-1,1,"864594"
16,"spotify:track:69CrOS7vEHIrhC2ILyEi0s","JISOO","FLOWER","YG Entertainment",1,8,32,"834500"
17,"spotify:track:3Ua0m0YmEjrMi9XErKcNiR","Jimin","Like Crazy","BIGHIT MUSIC",1,10,33,"829281"
18,"spotify:track:5EtiQveQFQy0R05hLVDyKv","NCT 127","Fact Check","SM Entertainment",4,13,5,"571669"
19,"spotify:track:1atD9QMSoZjgKiUKKopZBW","Parkmalody","วาสนาผู้ใด","Parkmalody",14,14,4,"564808"
20,"spotify:track:6gcuJpHu0Ey30D5WR76y98","JENNIE","You & Me","YG Entertainment",9,11,5,"555436"
21,"spotify:track:7CyPwkp0oE8Ro9Dd5CUDjW","The Weeknd, JENNIE, Lily-Rose Depp","One Of The Girls (with JENNIE, Lily Rose Depp)","XO / Republic Records",10,21,16,"520842"
22,"spotify:track:5Zlwu2g4rzTNfyu28L1bWv","NONT TANONT","รักแรก (First Love) [เพลงประกอบภาพยนตร์ รักแรกโคตรลืมยาก My Precious]","GMM Music Public Company Limited",4,16,25,"520417"
23,"spotify:track:3y5HhSSAyYGtOkP6mhKs6z","FREEHAND","ขอให้เธอใจดี","Freehand",12,19,16,"519529"
24,"spotify:track:1BxfuPKGuaTgP7aM0Bbdwr","Taylor Swift","Cruel Summer","Taylor Swift",12,12,58,"518413"
25,"spotify:track:5DMALWZOGyyc7noptzvF2j","sarah salola","ยินดี - เพลงประกอบละครมาตาลดา ช่อง 3","CHANDELIER MUSIC",10,15,18,"517272"
26,"spotify:track:79S6mQUxOs8ANRmJTS7agU","LANDOKMAI","เพลงรักเพลงแรก - Blooming","What The Duck",18,18,12,"516326"
27,"spotify:track:4bnxMt1viexb85sAtVz1dA","MEYOU","วันนี้ปีที่แล้ว","GMM Music Public Company Limited",22,22,10,"505169"
28,"spotify:track:4gwYEnoxp8QDqrNwWNsGq9","ปรีชา ปัดภัย","ยื้อ","SERNG MUSiC",17,17,3,"476349"
29,"spotify:track:0MJ5wKsPEeihONNfugHGy7","HYBS","Tip Toe","JUICEY",24,24,20,"452657"
30,"spotify:track:3XCoEJvCYqTbM8bhples8N","Musketeers, Maiyarap","พิจารณา (Consider)","What The Duck",1,27,61,"452092"
31,"spotify:track:3MIVadmVbWGZR0VzNceGt1","QLER","ใจลอย","What The Duck",13,29,31,"443060"
32,"spotify:track:1mFpMoeZfkIqtqW2AfQ8ba","BLACKPINK","THE GIRLS (BLACKPINK THE GAME OST)","YG Entertainment",3,23,11,"434456"
33,"spotify:track:5OaXaynJZgklXEwzhouey5","Newery","กลิ่นดอกไม้","LiVE HiGH",2,28,42,"434221"
34,"spotify:track:0ZcyX8hFV1jdJNWOI8mMXF","YEW, LANDOKMAI","Summertime","YEW",3,32,83,"432458"
35,"spotify:track:42TLIkJ2kFSY0WlCBjqzhB","Percy, 4ourYou, GENA DESOUZA","Shall We","dhavision",3,26,14,"429674"
