rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
1,"spotify:track:50zAEIE4B1QqhPjRMK2Xmh","Jin","Running Wild","BIGHIT MUSIC",1,-1,1,"4678591"
2,"spotify:track:3yDRcs0Y4pPzkvMbUfeF9H","LISA","Moonlit Floor (Kiss Me)","Lloud Co./RCA Records",1,2,7,"4008631"
3,"spotify:track:2N0SPREDYqILVEFSsWF5N5","V","Love Me Again","BIGHIT MUSIC",1,3,67,"3450710"
4,"spotify:track:7tI8dRuH2Yc6RuoTjxo4dU","Jimin","Who","BIGHIT MUSIC",1,1,18,"3021794"
5,"spotify:track:6BN3iFjclJ4teGlmB3fFvo","Cocktail, Q Flure","Yours Ever","GMM Music Public Company Limited",4,4,7,"1579919"
6,"spotify:track:5vNRhkKd0yEAg8suGBpjeY","ROSÉ, Bruno Mars","APT.","Atlantic Records",5,6,5,"1251259"
7,"spotify:track:7Cnpb1vBbC46RgVyyKLH7p","aespa","Whiplash","SM Entertainment",7,7,5,"1161491"
8,"spotify:track:3grGyWGWsuIUxA2CudpwAB","Cocktail","น้ำหอม","GMM Music Public Company Limited",8,13,5,"1068943"
9,"spotify:track:2plbrEY59IikOBgBGLjaoe","Lady Gaga, Bruno Mars","Die With A Smile","Interscope",6,9,14,"1052890"
10,"spotify:track:2AdBbeVaEdW731a3FXJAJC","Lipta, Mirrr","อยู่ได้แล้ว","Lipta",10,19,16,"1012717"
11,"spotify:track:2OULHL0yM3KbaHC1vlTffC","Violette Wautier","The Trouble is..ปัญหาของฉัน - From ""หนึ่งในร้อย""","Chandelier Music",11,17,5,"972136"
12,"spotify:track:6dOtVTDdiauQNBQEDOtlAB","Billie Eilish","BIRDS OF A FEATHER","Darkroom/Interscope Records",9,15,26,"881847"
13,"spotify:track:7ov3TDp5D00Rnu5R1viX4w","LISA, ROSALÍA","New Woman (feat. ROSALÍA)","Lloud Co./RCA Records",1,11,14,"837916"
14,"spotify:track:2CspwnypzT7rcWI9RfsoSb","JENNIE","Mantra","OA Entertainment/Columbia",3,10,6,"820601"
15,"spotify:track:2KslE17cAJNHTsI2MI0jb2","Jung Kook","Standing Next to You","BIGHIT MUSIC",1,5,54,"788709"
16,"spotify:track:4RiudH8RehvLLrk8uNgIdR","TEN","Nightwalker","SM Entertainment",2,16,41,"781832"
17,"spotify:track:4kE80JWRissrodmXuo0xYi","THE TOYS, NONT TANONT","ดอกไม้ที่รอฝน (spring)","What The Duck",5,20,18,"755393"
18,"spotify:track:24VfUtHxbkCrscWC00toom","Musketeers","ความทรงจำ","Believe Records",18,35,127,"745644"
19,"spotify:track:1MUZitHRpmng5NevrvNx4T","BABYMONSTER","DRIP","YG Entertainment",13,14,3,"733187"
20,"spotify:track:0cvETHNq3ZkPHdYCqRXhzk","PP Krit","ขอโทษละกัน (friend to friend)","PP Krit Entertainment",16,18,5,"731503"
