rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
1,"spotify:track:3yDRcs0Y4pPzkvMbUfeF9H","LISA","Moonlit Floor (Kiss Me)","Lloud Co./RCA Records",1,1,5,"6209011"
2,"spotify:track:7tI8dRuH2Yc6RuoTjxo4dU","Jimin","Who","BIGHIT MUSIC",1,3,16,"4252141"
3,"spotify:track:2N0SPREDYqILVEFSsWF5N5","V","Love Me Again","BIGHIT MUSIC",1,4,65,"3323564"
4,"spotify:track:2KslE17cAJNHTsI2MI0jb2","Jung Kook","Standing Next to You","BIGHIT MUSIC",1,5,52,"2697716"
5,"spotify:track:5vNRhkKd0yEAg8suGBpjeY","ROSÉ, Bruno Mars","APT.","Atlantic Records",5,6,3,"1798430"
6,"spotify:track:2Qcbspnftnon37jibwyvMU","Jin","I'll Be There","BIGHIT MUSIC",2,2,2,"1729394"
7,"spotify:track:6BN3iFjclJ4teGlmB3fFvo","Cocktail, Q Flure","Yours Ever","GMM Music Public Company Limited",7,10,5,"1646616"
8,"spotify:track:7Cnpb1vBbC46RgVyyKLH7p","aespa","Whiplash","SM Entertainment",7,7,3,"1602561"
9,"spotify:track:2CspwnypzT7rcWI9RfsoSb","JENNIE","Mantra","OA Entertainment/Columbia",3,8,4,"1436503"
10,"spotify:track:01qFKNWq73UfEslI0GvumE","Jung Kook, Jack Harlow","3D (feat. Jack Harlow)","BIGHIT MUSIC",2,12,58,"1311023"
11,"spotify:track:7ov3TDp5D00Rnu5R1viX4w","LISA, ROSALÍA","New Woman (feat. ROSALÍA)","Lloud Co./RCA Records",1,9,12,"1256548"
12,"spotify:track:2plbrEY59IikOBgBGLjaoe","Lady Gaga, Bruno Mars","Die With A Smile","Interscope",6,11,12,"1227747"
13,"spotify:track:1MUZitHRpmng5NevrvNx4T","BABYMONSTER","DRIP","YG Entertainment",13,-1,1,"1049781"
14,"spotify:track:6dOtVTDdiauQNBQEDOtlAB","Billie Eilish","BIRDS OF A FEATHER","Darkroom/Interscope Records",9,15,24,"919654"
15,"spotify:track:4RiudH8RehvLLrk8uNgIdR","TEN","Nightwalker","SM Entertainment",2,13,39,"908112"
16,"spotify:track:0cvETHNq3ZkPHdYCqRXhzk","PP Krit","ขอโทษละกัน (friend to friend)","PP Krit Entertainment",16,16,3,"841318"
17,"spotify:track:2HRgqmZQC0MC7GeNuDIXHN","Jung Kook, Latto","Seven (feat. Latto) (Explicit Ver.)","BIGHIT MUSIC",1,14,69,"793829"
18,"spotify:track:4kE80JWRissrodmXuo0xYi","THE TOYS, NONT TANONT","ดอกไม้ที่รอฝน (spring)","What The Duck",5,25,16,"781213"
19,"spotify:track:2OULHL0yM3KbaHC1vlTffC","Violette Wautier","The Trouble is..ปัญหาของฉัน - From ""หนึ่งในร้อย""","Chandelier Music",19,30,3,"765671"
20,"spotify:track:2a78JDp7YVCyEydtRiHOn7","PUN","I Just Wanna Know","Universal Music (Thailand) Ltd.",12,19,8,"737366"
21,"spotify:track:5jj7yXcilVsZPpyYtmD28X","NONT TANONT","จำนน","LOVEiS Entertainment",11,22,34,"669222"
22,"spotify:track:4UyEA5UP6ducMaV9NiggTr","Paper Planes, JOEY PHUWASIT","สาริกาลิ้นทอง (Smooth-talker)","GMM Music Public Company Limited",20,23,9,"664266"
