rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
1,"spotify:track:4Cg2XGrrrczeZRPOnlAG67","Tilly Birds","คิด(แต่ไม่)ถึง (Same Page?)","GMM Music Public Company Limited",1,1,6,"514884"
2,"spotify:track:6LQf6ErCI7vw7KGKRP11zP","GUNGUN","วาฬเกยตื้น","Gungun",2,2,4,"512946"
3,"spotify:track:6R9YzJHkfYoN6PianPhTdB","Mirrr","นิโคติน","Macrowave",1,3,10,"423947"
4,"spotify:track:1ccwCCS7YSclzYibpK0DS4","Three Man Down","ฝนตกไหม","GMM Music Public Company Limited",1,5,21,"364587"
5,"spotify:track:3JvbGjNcSnAhNemVyvXqci","BOWKYLION","ลงใจ","What The Duck",1,4,20,"349716"
6,"spotify:track:4r3UvwePMdXPJrqFautgTq","SCRUBB","ใกล้","Black Sheep",6,9,41,"339924"
7,"spotify:track:2ZGgIXaoierTsnkrDzuBzY","BRIGHT","คั่นกู (เพลงประกอบซีรีส์ เพราะเราคู่กัน)","GMM Music Public Company Limited",7,7,5,"301512"
8,"spotify:track:6d3b5akoUqISvcGAdZwA7x","BOWKYLION","คิดถึงแต่","What The Duck",6,6,4,"300680"
9,"spotify:track:4KP9dagbB3Da9jnpfIEG7P","JAYLERR, Ice Paris","ดี๊ดี (UNEXPECTED)","Nadao Music",2,8,10,"274917"
10,"spotify:track:3IPtnAYykrWz9EPjPWx2D7","ROOFTOP, AUTTA","คนเราจะแอบรักใครสักคนได้นานแค่ไหน","Spicy Disc",10,10,3,"273335"
11,"spotify:track:6IitkM7xiuKhDXzshXUnRa","Three Man Down","เลือกคนที่เขารักเรา","GMM Music Public Company Limited",7,12,8,"229791"
12,"spotify:track:3EMXuZ7n0lgQSNSsVk5d3n","Zom Marie","หรือฉันคิดไปเอง","Spicy Disc",12,16,4,"218659"
13,"spotify:track:1wl5vs3SCMPpHTIR8IW8nJ","Stamp","แอบดี (How to live without you)","123Records",1,13,24,"214755"
14,"spotify:track:1miAQyBEMvHJ62JFuERLyr","ALLY, GRAY","How To Love (feat. GRAY)","411 Entertainment",1,11,8,"206041"
15,"spotify:track:5j9eyp0YnOKzAjQyXXXSeb","GAVIN:D, PUI, VARINZ, Nonny9, Z TRIP, MITEENNN","รักได้ป่าว","Gavin D",4,15,16,"196447"
16,"spotify:track:6tCssnvTUREcperDOUTqvA","ITZY","WANNABE","Republic Records - ITZY",6,14,5,"188146"
17,"spotify:track:4BoGFJUkeQ67PvkIfHhT65","SCRUBB","ทุกอย่าง","Black Sheep",17,48,4,"187021"
18,"spotify:track:7IcfEY0IyV4fdALbwJCw3v","MEYOU","ภาวนา","GMM Music Public Company Limited",1,20,37,"181276"
19,"spotify:track:4Tp1SRCTJ6LO8XA3i9vuAT","GAVIN:D","A Rocket to the Moon","Gavin D",9,22,21,"179022"
20,"spotify:track:7adzBs69Rjtj6194UZRWfm","Indigo","ถ้าฉันเป็นเขา","Move Records",3,19,41,"176391"
21,"spotify:track:2ht9QvYzzSUod5T69TUVbR","Stamp","1%","123Records",10,18,9,"176214"
