rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
1,"spotify:track:3XCoEJvCYqTbM8bhples8N","Musketeers, Maiyarap","พิจารณา (Consider)","What The Duck",1,1,12,"725469"
2,"spotify:track:14XYtNNyCUGtG9quMgazIS","PP Krit","FIRE BOY","PP Krit Entertainment",2,3,4,"633535"
3,"spotify:track:7gRFDGEzF9UkBV233yv2dc","BLACKPINK","Shut Down","YG Entertainment",1,4,11,"616934"
4,"spotify:track:1RDvyOk4WtPCtoqciJwVn8","Jung Kook, BTS, FIFA Sound","Dreamers [Music from the FIFA World Cup Qatar 2022 Official Soundtrack]","Katara Studios | 2101 Records under exclusive license to UnitedMasters LLC",2,2,2,"608702"
5,"spotify:track:0ZcyX8hFV1jdJNWOI8mMXF","YEW, LANDOKMAI","Summertime","YEW",3,5,34,"546310"
6,"spotify:track:3vfwUrq22haMmIJyyyI7Hq","YourMOOD","ลาก่อน","WHOOP",5,6,31,"544849"
7,"spotify:track:4gNkIyfaf2iwPgeLSVIj8O","Jeff Satur","ลืมไปแล้วว่าลืมยังไง (Fade)","WM/Thailand",7,8,10,"537966"
8,"spotify:track:3FUAv32u0F64kcaaLRimPr","BOWKYLION","วาดไว้","What The Duck",1,7,19,"510410"
9,"spotify:track:03Yp2uEOtPGHQ6E9XSjmyv","Pop Pongkool, Da Endorphine","สลักจิต","GMM Music Public Company Limited",9,10,20,"504470"
10,"spotify:track:60ZuPJ8kseTn6isqhyxpCi","NONT TANONT","โต๊ะริม","Loveis Entertainment",2,11,28,"464484"
11,"spotify:track:3LejSFG20mSl4IzORHa7Ya","Dept","17","Smallroom",3,9,9,"460031"
12,"spotify:track:3Ry2KPewzbt43hiQPTnDTK","THEMOONWILLALWAYSBEWITHME","ซูลูปาก้า ตาปาเฮ้","Themoonwillalwaysbewithme",1,14,28,"451585"
13,"spotify:track:5zwwW9Oq7ubSxoCGyW1nbY","BLACKPINK","Pink Venom","YG Entertainment",1,15,15,"433357"
14,"spotify:track:5m9iZ0wLgpbSBwVW62AZvf","NuNew","รักแท้ - True Love (เพลงจากละคร คุณชาย)","GMM Music Public Company Limited",13,13,10,"423125"
15,"spotify:track:2ZtuVu1WOY5vWHzcpUPEQ2","YOUNGOHM","Very Very Small","ALREADY DEADD.",15,17,5,"414325"
16,"spotify:track:4Z64nGulQN49i9D03NcF8a","PROXIE","คนไม่คุย (Silent Mode)","Dreamers Society",4,16,13,"408564"
17,"spotify:track:26hOm7dTtBi0TdpDGl141t","Joji","Die For You","88rising Music",5,18,4,"370496"
18,"spotify:track:1rNYuv63emsYt4Jjv8RlgJ","Mirrr","เจ้าของที่","What The Duck",10,20,38,"353047"
19,"spotify:track:3crZQarcOagdupRZNzRGWe","Tilly Birds","ถ้าเราเจอกันอีก (Until Then)","GMM Music Public Company Limited",1,23,53,"343913"
20,"spotify:track:0cCf8UpRfjOB7yp1yqzMHM","Billkin","ชอบตัวเองตอนอยู่กับเธอ","Billkin Entertainment",1,21,19,"339162"
21,"spotify:track:0h7QMc9ZRzA9QJrbEHytn2","Jin","The Astronaut","BIGHIT MUSIC",2,19,5,"332022"
22,"spotify:track:1UxVMaHEm6UJxGOg4ixSZO","PiXXiE, Zom Marie","ไม่ได้ก็ไม่เอา","Lit Entertainment",17,22,9,"330264"
23,"spotify:track:27OEf7iSIOJ14txp16xweP","Dept","ลา ลา ลา","Smallroom",14,26,42,"321111"
24,"spotify:track:4iA3PrcsOt6bmoXTaDXhf3","JOEY PHUWASIT","นะหน้าทอง","GMM Music Public Company Limited",6,29,23,"312332"
25,"spotify:track:6MjLHdROTcaU22k7B6gxR6","NONT TANONT","พิง (เพลงประกอบละคร กระเช้าสีดา)","GMM Music Public Company Limited",2,31,61,"311844"
26,"spotify:track:0V3wPSX9ygBnCm8psDIegu","Taylor Swift","Anti-Hero","Taylor Swift",6,25,6,"310737"
