rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
1,"spotify:track:3KkXRkHbMCARz0aVfEt68P","Post Malone, Swae Lee","Sunflower - Spider-Man: Into the Spider-Verse","Universal Records",1,4,13,"223461"
2,"spotify:track:2wVDWtLKXunswWecARNILj","JENNIE","SOLO","YG Entertainment",1,1,10,"209259"
3,"spotify:track:3f3L2MP4oniV1bmSxGbcW4","THE TOYS","ลาลาลอย (100%)","What The Duck",1,2,13,"162226"
4,"spotify:track:7woh2lJvyILYxSQ1kXTI3d","Palmy","ซ่อนกลิ่น","GMM Music Public Company Limited",1,3,13,"159411"
5,"spotify:track:2rPE9A1vEgShuZxxzR2tZH","Ariana Grande","thank u, next","Republic Records",2,5,11,"137111"
6,"spotify:track:2USX969yFQ250hBULh6Ope","Polycat","อาวรณ์","Smallroom",1,7,24,"131078"
7,"spotify:track:42pEFPN6KrUydf2ufdampZ","F.HERO, YOUNGOHM, P-Hot, FYMME","เสือสิ้นลาย","What The Duck",6,8,14,"130060"
8,"spotify:track:4afuOwuWWRoS8HEw1cyVUZ","Polycat","ดูดี","Smallroom",4,6,11,"129441"
9,"spotify:track:3nQlPsRsO4mEqVaiqErCLO","ACTART","นอกจากชื่อฉัน","Battery Music",9,10,19,"122963"
10,"spotify:track:09Mn2O6dtMLCKdeD0BtLdO","OG-ANIC, LAZYLOXY","เป็นไรไหม?","Og-Anic",1,9,17,"112602"
11,"spotify:track:2S3r0O3Dkgf797IguE4DeY","URBOYTJ, LAZYLOXY","แบกไม่ไหว","UrboyTJ",10,11,8,"108735"
12,"spotify:track:36QNwsq4EpOdS3E4WEJphO","THE TOYS","พูดไม่ออก","What The Duck",8,12,12,"104397"
13,"spotify:track:2CWnuF7ht55Ajyeg4WPvWu","BLACKPINK","DDU-DU DDU-DU","YG Entertainment",1,26,31,"103638"
14,"spotify:track:6MWtB6iiXyIwun0YzU6DFP","Post Malone","Wow.","Republic Records",14,14,4,"100243"
15,"spotify:track:5lxItfla07vroV2vuGwe75","NONT TANONT","มีผลต่อหัวใจ","Yes I am",2,13,29,"100082"
16,"spotify:track:0EYgFMIXhjcFgX6xe2NY9v","Lipta, Fongbeer, Kob The X Factor, KOB FLAT BOY","หมอกร้าย","Lipta",3,15,41,"92570"
17,"spotify:track:2YIgU8Tq4tovJ3T2Qw6Ewh","Zeal","เจ็บน้อยที่สุด","ME Records",12,16,8,"89418"
18,"spotify:track:4YRpjJaJpiI36HM36Dn5lS","Pop Pongkool","ภาพจำ","GMM Music Public Company Limited",1,17,45,"83789"
19,"spotify:track:6XQ71HC6xxRbVZZD6Bodju","NICECNX","หลอก","Nicecnx",17,18,5,"81702"
20,"spotify:track:5kfNriitmkNE8mUbZ7gbq8","Khalid","Saturday Nights","Right Hand Music Group, LLC/RCA Records",20,32,7,"80452"
