rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
1,"spotify:track:19KNYtZF0xP7VCIItvGSJZ","Tilly Birds, MILLI","เพื่อนเล่น ไม่เล่นเพื่อน (Just Being Friendly)","GMM Music Public Company Limited",1,1,4,"605483"
2,"spotify:track:0gEewSHZqPiNQa9DqeeUXj","4EVE","วัดปะหล่ะ? (TEST ME)","TPOP INCORPORATION Co.,Ltd.",2,3,8,"402424"
3,"spotify:track:24mB1soS8zLHLG1GK9Hvjd","Billkin, PP Krit","รู้งี้เป็นแฟนกันตั้งนานแล้ว (Safe Zone) - From แปลรักฉันด้วยใจเธอ Part 2","Nadao Music",2,2,3,"389166"
4,"spotify:track:6GDI4Y8fOsptYwSW2iIUbe","Jaonaay, Juné","แปะหัวใจ (14th Feb)","Jaymidi",2,4,13,"388074"
5,"spotify:track:7MAibcTli4IisCtbHKrGMh","Bruno Mars, Anderson .Paak, Silk Sonic","Leave The Door Open","Aftermath Entertainment/Atlantic",1,5,11,"360416"
6,"spotify:track:4iJyoBOLtHqaGxP12qzhQI","Justin Bieber, Daniel Caesar, Giveon","Peaches (feat. Daniel Caesar & Giveon)","RBMG/Def Jam",1,6,9,"359861"
7,"spotify:track:6tkhy9Be0jO98dyeJtlX8s","LUSS","หยอก หยอก","WM/Thailand",4,7,8,"323365"
8,"spotify:track:4CTgPJbgNQ031q8HzhTtq2","Ink Waruntorn","สายตาหลอกกันไม่ได้ (Eyes Don’t Lie)","Boxx Music",1,8,13,"301135"
9,"spotify:track:6B8MM3PVQtUbZLay7tP7er","NCT DREAM","Hot Sauce","SM Entertainment",9,16,2,"292027"
10,"spotify:track:52h8p62Jx8KzQynM6heq7n","Urworld","Sunkissed","Urworld",10,42,10,"271062"
11,"spotify:track:748mdHapucXQri7IAO8yFK","Doja Cat, SZA","Kiss Me More (feat. SZA)","Kemosabe Records/RCA Records",11,13,6,"264086"
12,"spotify:track:5sXuqzLmT1z6Gnf3S2TzSz","Da Endorphine","สองใจ (เพลงประกอบละคร วันทอง)","GMM Music Public Company Limited",4,9,12,"262866"
13,"spotify:track:0AGhwXsWpVOwjHY5yf4dtD","F.HERO, Txrbo","จำเลยรัก - Defendant Of Love","What The Duck",2,10,26,"255521"
14,"spotify:track:3kVApGWaoR48GzDagnY55b","Three Man Down","ถ้าเธอรักฉันจริง","GMM Music Public Company Limited",1,14,23,"252941"
15,"spotify:track:19CoWVqDyUbiqxoyMf4HkJ","Anatomy Rabbit","Extraordinary","Anatomy Rabbit",1,12,23,"250799"
16,"spotify:track:61KpQadow081I2AsbeLcsb","Olivia Rodrigo","deja vu","Olivia Rodrigo PS",11,15,7,"241730"
17,"spotify:track:4YxaxRxi8lFZdAWS9nCmAn","SERIOUS BACON","มีปัญหาปรึกษาดาว","Boxx Music",10,11,4,"237773"
18,"spotify:track:1GcLstNhtKD1c60tPGxYcH","I HATE MONDAY, feat. AUTTA","ยิ่งใกล้ยิ่งเก็บ","GMM Music Public Company Limited",17,17,3,"234463"
19,"spotify:track:2zrhoHlFKxFTRF5aMyxMoQ","aespa","Next Level","SM Entertainment",19,-1,1,"202730"
20,"spotify:track:2pn8dNVSpYnAtlKFC8Q0DJ","ROSÉ","On The Ground","YG Entertainment",1,20,10,"201565"
21,"spotify:track:1Fhb9iJPufNMZSwupsXiRe","keshi","beside you","Island Records",18,18,4,"201335"
22,"spotify:track:6oBGKAEqVgvljmFMwMUAXX","Txrbo, แพรวา, Pearwah","น้ำลาย","High Cloud Entertainment",15,21,10,"199389"
23,"spotify:track:5SolgEp0EAXjruwQdszykB","Mirrr","ดอกไม้ไฟ - Firework","What The Duck",15,23,11,"198835"
24,"spotify:track:1I9oRSMpN2K0xYivVr0AhF","TangBadVoice, Billkin","คิดไม่ออก","TangBadVoice",7,19,8,"195747"
25,"spotify:track:3FAJ6O0NOHQV8Mc5Ri6ENp","Giveon","Heartbreak Anniversary","Epic/Not So Fast",6,25,13,"193882"
26,"spotify:track:0FQuyJ6MTsvGcXQur2EPgk","Three Man Down","เดาไม่เก่ง","GMM Music Public Company Limited",13,26,13,"190805"
27,"spotify:track:6MVbuOWvXHbPHtVwScK6M1","Billkin","โคตรพิเศษ - From แปลรักฉันด้วยใจเธอ","Nadao Music",4,27,26,"190486"
28,"spotify:track:7ip4DUtdpLH4TkHfKgFbpf","SERIOUS BACON","1001 (You're Lovely)","Boxx Music",10,28,12,"188844"
29,"spotify:track:0JStm1Ns9Ya2zQhbqMDYEU","Tilly Birds","คิด(แต่ไม่)ถึง (Same Page?)","GMM Music Public Company Limited",1,31,64,"188614"
30,"spotify:track:1RVYucT3tc32YzRDsP30t3","THE TOYS","ไวน์ลดา","What The Duck",3,24,12,"188498"
31,"spotify:track:5bvgLLWn7IFu6mOa46XaoV","QLER","จีบ","DeBlueSound",3,32,25,"183138"
32,"spotify:track:2QdH0rKlV3d9Y6lWzcnlBH","ITZY","In the morning","Republic Records - ITZY",21,22,3,"180921"
33,"spotify:track:67BtfxlNbhBmCDR2L2l8qd","Lil Nas X","MONTERO (Call Me By Your Name)","Columbia",22,35,8,"177830"
34,"spotify:track:70gE5odAgYvmx0qB1bWDHz","Three Man Down","Friend Zone","GMM Music Public Company Limited",16,30,8,"177538"
35,"spotify:track:2MJz8BxxMsERULatmBikDH","Pink Sweat$","At My Worst","Atlantic Records",7,36,33,"177198"
36,"spotify:track:0mt8i1U8mZsptqKxEc4ScO","Ink Waruntorn","เผลอหรือตั้งใจ","Viu Thailand x Boxx Music",22,29,6,"175416"
37,"spotify:track:44ymejne8Roi7uT4lhiwCR","Mix Sahaphap","คนแบบไหน (เพลงประกอบซีรีส์ ปลาบนฟ้า)","GMM Music Public Company Limited",33,33,3,"168916"
38,"spotify:track:2dHoVW9AxJVSRebPRyV2aA","ROSÉ","Gone","YG Entertainment",3,38,10,"167720"
39,"spotify:track:0nYZ6GR0fCPmxqjPOaPGjJ","Morvasu, TangBadVoice","Melbourne","What The Duck",1,40,44,"163451"
40,"spotify:track:0Qk8RUwooCGKghG9yClG3O","BOWKYLION, WANWANWAN","ซับ","What The Duck",13,37,11,"160904"
41,"spotify:track:37BZB0z9T8Xu7U3e65qxFy","The Weeknd, Ariana Grande","Save Your Tears (with Ariana Grande) (Remix)","Republic Records",23,34,4,"158429"
42,"spotify:track:4GGNl8jiANylTJj4hfzqP7","URBOYTJ","ช่วยไม่ได้","UrboyTJ",3,39,27,"156838"
43,"spotify:track:7AQFhodzN09DtXGiIDtFrd","LUSS","247","WM/Thailand",21,41,18,"154385"
44,"spotify:track:5NHUdpYUEHL8fDLmR1qFd8","SERIOUS BACON","ไม่อยากฟัง","Boxx Music",5,46,31,"151231"
45,"spotify:track:1E0waZD9GmD0SkbEhk19J4","Ink Waruntorn","อยากเริ่มต้นใหม่กับคนเดิม (Repeat)","Boxx Music",1,43,25,"151117"
46,"spotify:track:5AMYykC6sdveY7NfwHNUm4","Ink Waruntorn","ลบไม่ได้ช่วยให้ลืม (Erase)","Boxx Music",3,45,45,"150702"
47,"spotify:track:4tM3ygBuSy0QzB0ihYZQcf","SPRITE, GUYGEEGEE","ทน","Hyper Train",47,55,3,"150188"
48,"spotify:track:3ADD6eZhJPHrRKAQ2MWBD5","Billkin","แปลไม่ออก (Untold Answer) - From แปลรักฉันด้วยใจเธอ","Nadao Music",1,44,29,"150173"
49,"spotify:track:6R9YzJHkfYoN6PianPhTdB","Mirrr","นิโคติน","Macrowave",1,49,68,"144239"
50,"spotify:track:29E8BUUDQbc5S7jMPOj9wW","Maiyarap, MILLI","แฟนใหม่หน้าคุ้น (feat. MILLI)","Yupp! Entertainment",1,48,32,"143926"
51,"spotify:track:1nenRWbemVvsxnxg296eFB","F.HERO, BRIGHT","Sad Movie","High Cloud Entertainment",11,50,14,"130773"
52,"spotify:track:2pB3TJsSleiRiL0NP6rtCw","Three Man Down","ฝนตกไหม","GMM Music Public Company Limited",1,51,79,"129994"
53,"spotify:track:5qNh5WtzMbfpSj2jLlBkoD","Billie Eilish","Your Power","Darkroom/Interscope Records",37,47,3,"123735"
54,"spotify:track:7h5JV2j5wEwMP2hQE12Nk4","Finn Askew","Roses","Polydor Records",5,56,26,"114391"
