rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
1,"spotify:track:2vA7CHG08LDzeMDAuPnUQg","Three Man Down","ถ้าเธอรักฉันจริง","GMM Music Public Company Limited",1,1,6,"508638"
2,"spotify:track:0AGhwXsWpVOwjHY5yf4dtD","F.HERO, Txrbo","จำเลยรัก - Defendant Of Love","What The Duck",2,2,9,"403585"
3,"spotify:track:5bvgLLWn7IFu6mOa46XaoV","QLER","จีบ","DeBlueSound",3,5,8,"356322"
4,"spotify:track:4GGNl8jiANylTJj4hfzqP7","URBOYTJ","ช่วยไม่ได้","UrboyTJ",3,3,10,"351622"
5,"spotify:track:29E8BUUDQbc5S7jMPOj9wW","Maiyarap, MILLI","แฟนใหม่หน้าคุ้น (feat. MILLI)","Yupp! Entertainment",1,4,15,"337994"
6,"spotify:track:7h5JV2j5wEwMP2hQE12Nk4","Finn Askew","Roses","Polydor Records",6,7,9,"326425"
7,"spotify:track:6MVbuOWvXHbPHtVwScK6M1","Billkin","โคตรพิเศษ - From แปลรักฉันด้วยใจเธอ","Nadao Music",4,6,9,"310597"
8,"spotify:track:0JStm1Ns9Ya2zQhbqMDYEU","Tilly Birds","คิด(แต่ไม่)ถึง (Same Page?)","GMM Music Public Company Limited",1,10,47,"293231"
9,"spotify:track:0nYZ6GR0fCPmxqjPOaPGjJ","Morvasu, TangBadVoice","Melbourne","What The Duck",1,8,27,"291181"
10,"spotify:track:6Im9k8u9iIzKMrmV7BWtlF","Ariana Grande","34+35","Republic Records",9,9,12,"287092"
11,"spotify:track:7lPN2DXiMsVn7XUKtOW1CS","Olivia Rodrigo","drivers license","Olivia Rodrigo PS",11,58,2,"284042"
12,"spotify:track:1E0waZD9GmD0SkbEhk19J4","Ink Waruntorn","อยากเริ่มต้นใหม่กับคนเดิม (Repeat)","Boxx Music",1,12,8,"271959"
13,"spotify:track:2tI4WyzqOOwC23S5m0kqcB","Pink Sweat$","At My Worst","Atlantic Records",13,40,16,"265832"
14,"spotify:track:0xG48CBxqMQoYscjjXwD6v","SOYBAD","อย่าบอกใครนะ","SADBOY RECORDS",14,27,3,"263964"
15,"spotify:track:3ADD6eZhJPHrRKAQ2MWBD5","Billkin","แปลไม่ออก (Untold Answer) - From แปลรักฉันด้วยใจเธอ","Nadao Music",1,14,12,"263362"
16,"spotify:track:3eAy5JisAJxlwAwL2JTNk3","BamBam","พี่ไม่หล่อลวง (เพลงประกอบภาพยนตร์ อ้าย..คนหล่อลวง)","GMM Music Public Company Limited",2,11,10,"262488"
17,"spotify:track:4D6f8Y7qiOvmFbm3TIab22","Billkin","กีดกัน (Skyline) - From แปลรักฉันด้วยใจเธอ","Nadao Music",2,13,16,"256963"
18,"spotify:track:1ccwCCS7YSclzYibpK0DS4","Three Man Down","ฝนตกไหม","GMM Music Public Company Limited",1,15,62,"253770"
19,"spotify:track:261cLiqJtmRlv8NNfl162N","First Anuwat","ถ้าเขาจะรัก (ยืนเฉยๆเขาก็รัก)","Marr",1,16,22,"244333"
20,"spotify:track:4hccrJgNG1BwPa3CWw4NNg","URBOYTJ","กอดได้ไหม","UrboyTJ",12,17,11,"234169"
21,"spotify:track:6R9YzJHkfYoN6PianPhTdB","Mirrr","นิโคติน","Macrowave",1,20,51,"232878"
22,"spotify:track:1iK2nyld8wTLJv2dRIowSY","F.HERO, Tilly Birds","จำเก่ง (Slipped Your Mind)","What The Duck",6,19,31,"227322"
23,"spotify:track:5NHUdpYUEHL8fDLmR1qFd8","SERIOUS BACON","ไม่อยากฟัง","Boxx Music",5,22,14,"226014"
24,"spotify:track:5qsoeqn1bKqJzzmilZVEeG","Lipta, Ink Waruntorn","เจอแต่คนใจร้าย","Lipta",8,18,7,"225867"
25,"spotify:track:5AMYykC6sdveY7NfwHNUm4","Ink Waruntorn","ลบไม่ได้ช่วยให้ลืม (Erase)","Boxx Music",3,21,28,"223160"
26,"spotify:track:35mvY5S1H3J2QZyna3TFe0","Ariana Grande","positions","Republic Records",6,28,13,"214905"
27,"spotify:track:249gnXrbfmV8NG6jTEMSwD","BTS","Life Goes On","BIGHIT MUSIC",1,23,9,"210434"
28,"spotify:track:0MejzQMW0yfpwfZwIjNaAH","SERIOUS BACON","พี่ๆ ตัดแว่นให้หน่อย","Boxx Music",7,24,26,"205827"
29,"spotify:track:1PnEuhdX2pFIQUAESQB4wm","Three Man Down","ฝันถึงแฟนเก่า","GMM Music Public Company Limited",1,25,32,"205747"
30,"spotify:track:6WD7xECmUffzh5YGWWs9im","Stamp","ใจอ้วน / Sugar High feat. Young K of DAY6","123Records",30,-1,1,"199878"
31,"spotify:track:2Dvx3VrvPu8rD13LAua1i7","Safeplanet","ถ้าเธอได้รู้ (The Secret ∆)","Safeplanet",19,30,9,"194381"
32,"spotify:track:4Tp1SRCTJ6LO8XA3i9vuAT","GAVIN:D","A Rocket to the Moon","Gavin D",9,29,62,"185756"
33,"spotify:track:31qCy5ZaophVA81wtlwLc4","Justin Bieber","Anyone","RBMG/Def Jam",26,26,3,"183074"
34,"spotify:track:4saklk6nie3yiGePpBwUoc","BTS","Dynamite","BIGHIT MUSIC",1,33,22,"171959"
35,"spotify:track:2E8ziq8eQqwq1GhSjiS79y","Palmy","ขวัญเอยขวัญมา","GMM Music Public Company Limited",4,34,17,"167499"
36,"spotify:track:3Uo7WG0vmLQ07WB4BDwy7D","Taylor Swift","willow","Taylor Swift",16,32,6,"164118"
37,"spotify:track:3IPtnAYykrWz9EPjPWx2D7","ROOFTOP, AUTTA","คนเราจะแอบรักใครสักคนได้นานแค่ไหน","Spicy Disc",10,35,44,"163669"
38,"spotify:track:6IitkM7xiuKhDXzshXUnRa","Three Man Down","เลือกคนที่เขารักเรา","GMM Music Public Company Limited",7,36,49,"160487"
39,"spotify:track:0E4Y1XIbs8GrAT1YqVy6dq","Ed Sheeran","Afterglow","Atlantic Records UK",26,31,5,"157295"
40,"spotify:track:57NV6TzzYS473R7OgmDepf","YOUNGOHM","ก่อนนอนคืนนี้","Already Deadd",14,38,21,"155753"
